10000000264;10
10000000761;
10000000762;
20000000544;
20000000562;
20000000582;
30000000567;
30000000568;
30000000569;
30000000570;
30000000583;
30000000584;
30000000585;
30000000587;
30000000588;
40000001181;
40000001182;
40000001202;
40000001203;
50000001126;
50000001145;
50000001153;
50000001155;
50000001157;
50000001158;
50000001159;
50000001160;
50000001162;
50000001163;
50000001164;
50000001167;
50000001168;
50000001169;
50000001170;
50000001178;
50000001179;
50000001203;
50000001244;
60000001049;
60000001051;
60000001052;
60000001053;
60000001055;
60000001056;
60000001057;
60000001058;
60000001059;
60000001060;
60000001061;
70000001421;
70000001481;
70000001482;
70000001483;
70000001484;
70000001486;
70000001487;
70000001503;
70000001561;
70000001562;
70000001563;
80000000850;
80000000882;
90000001261;
90000001287;
90000001289;
90000001290;
90000001291;
90000001292;
90000001293;
90000001295;
90000001296;
90000001297;
90000001301;
90000001302;
90000001303;
90000001312;
90000001313;
90000001315;
90000001316;
100000001069;
100000001070;
100000001071;
100000001073;
100000001075;
100000001076;
100000001077;
100000001082;
100000001084;
100000001088;
100000001089;
100000001090;
100000001091;
100000001093;
100000001095;
100000001096;
100000001129;
100000001149;
110000000521;
110000000522;
110000000523;
110000000541;
110000000543;
110000000544;
110000000546;
110000000549;
120000000677;
120000000678;
120000000679;
120000000680;
120000000682;
120000000683;
120000000684;
130000001990;
130000001991;
130000001992;
130000001993;
130000001994;
130000001995;
130000001996;
130000001997;
130000001998;
130000001999;
130000002000;
130000002001;
130000002002;
130000002004;
130000002005;
130000002006;
130000002007;
130000002008;
130000002009;
130000002010;
130000002011;
130000002013;
130000002014;
130000002015;
130000002016;
130000002017;
130000002019;
130000002020;
130000002021;
130000002022;
130000002025;
130000002026;
130000002030;
130000002031;
130000002033;
130000002036;
130000002052;
130000002053;
130000002070;
130000002110;
140000001241;
140000001242;
140000001441;
140000001442;
140000001443;
140000001444;
140000001461;
140000001462;
140000001470;
140000001471;
140000001472;
140000001473;
140000001474;
140000001482;
140000001501;
140000001502;
150000000668;
150000000669;
150000000670;
160000001389;
160000001391;
160000001461;
160000001462;
160000001463;
160000001464;
160000001481;
160000001483;
160000001484;
160000001485;
160000001486;
160000001487;
160000001488;
160000001489;
170000000777;
170000000778;
180000000461;
180000000463;
180000000464;
180000000466;
180000000468;
180000000470;
180000000472;
180000000473;
180000000474;
190000003233;
190000003245;
190000003246;
190000003247;
190000003250;
190000003253;
190000003254;
190000003256;
190000003261;
190000003263;
190000003264;
190000003265;
190000003270;
190000003271;
190000003273;
190000003274;
190000003275;
190000003276;
190000003277;
190000003279;
190000003280;
190000003281;
190000003282;
190000003283;
190000003285;
190000003288;
190000003289;
190000003290;
190000003291;
190000003292;
190000003293;
190000003294;
190000003296;
190000003297;
190000003298;
190000003300;
190000003303;
190000003304;
190000003305;
190000003306;
200000000521;
200000000522;
210000001221;
210000001222;
210000001223;
210000001224;
220000000604;
220000000623;
220000000636;
220000000637;
220000000661;
220000000662;
220000000663;
220000000664;
220000000665;
230000000621;
230000000701;
230000000702;
230000000703;
230000000704;
230000000724;
230000000726;
230000000744;
240000000704;
240000000705;
240000000706;
240000000707;
240000000708;
240000000711;
240000000712;
240000000713;
240000000714;
240000000716;
240000000717;
240000000718;
240000000719;
240000000720;
240000000721;
240000000748;
240000000749;
240000000750;
240000000751;
240000000752;
240000000754;
240000000755;
240000000756;
240000000757;
240000000758;
240000000759;
240000000803;
250000003665;
250000003986;
250000004046;
250000004047;
250000004048;
250000004066;
250000004067;
250000004068;
250000004069;
250000004070;
250000004071;
250000004072;
250000004073;
250000004074;
250000004075;
250000004076;
250000004077;
250000004078;
250000004079;
250000004080;
250000004084;
250000004088;
250000004090;
250000004126;
250000004147;
250000004148;
250000004166;
250000004167;
250000004168;
250000004186;
250000004187;
250000004206;
250000004246;
250000004266;
260000000346;
260000000348;
260000000350;
260000000352;
260000000353;
260000000355;
260000000356;
260000000360;
260000000361;
270000000522;
270000000541;
270000000581;
270000000583;
270000000584;
10000000265;
10000000266;
10000000153;
10000000154;
10000000155;
10000000156;
10000000157;
10000000158;
10000000159;
10000000160;
10000000161;
10000000162;
10000000163;
10000000164;
10000000165;
10000000166;
10000000167;
10000000168;
10000000169;
10000000170;
10000000171;
10000000172;
10000000173;
10000000174;
10000000175;
10000000176;
10000000177;
10000000178;
10000000179;
10000000180;
10000000217;
10000000218;
10000000219;
10000000220;
10000000221;
10000000036;
10000000037;
10000000038;
10000000039;
10000000040;
10000000041;
10000000042;
10000000043;
10000000044;
10000000045;
10000000046;
10000000047;
10000000048;
10000000049;
10000000050;
10000000051;
10000000052;
10000000053;
10000000054;
10000000055;
10000000056;
10000000057;
10000000058;
10000000059;
10000000060;
10000000061;
10000000062;
10000000063;
10000000064;
10000000065;
10000000066;
10000000067;
10000000068;
10000000069;
10000000070;
10000000071;
10000000072;
10000000073;
10000000074;
10000000075;
10000000076;
10000000077;
10000000078;
10000000079;
10000000080;
10000000081;
10000000082;
10000000083;
10000000084;
10000000085;
10000000087;
10000000090;
10000000091;
10000000092;
10000000093;
10000000094;
10000000095;
10000000096;
10000000097;
10000000098;
10000000099;
10000000100;
10000000101;
