Sequencial; Receitas; Despesas
230000000299; 11057.6; 10977.5
30000000071; 6060; 6060
50000001030; Sem lancamento; -
220000000621; Sem lancamento; -
250000001528; 4322.97; 4302.87
250000002291; 19963.83; 20726.33
130000000203; 518.8; 498.5
250000002273; 402.91; 402.91
60000000144; 140515.05; 140515.05
200000000094; 11778.61; 11489.2
60000000498; 248900; 248660.76
100000000628; 755794; 754836.4
160000000807; 166078.89; 166013.99
160000000042; 14879; 14816.9
10000000498; Sem prestacao; Sem prestacao
250000003781; 2823; 2747.75
140000000111; 1690; 1648.4
110000000357; 15022.41; 15022.41
70000000932; 60958.5; 60958.5
220000000501; 71353.6; 70540.23
250000002502; Sem lancamento; -
130000001906; 5274.65; 5274.65
170000000661; 6000; 6000
250000003052; 5301.35; 5301.35
250000003413; 631; 631
250000000368; 556.25; 556.25
250000000758; Sem lancamento; -
90000001156; 1400; 1400
60000000591; Sem lancamento; -
10000000318; Sem lancamento; -
70000000901; 1405; 1405
100000000502; Sem prestacao; Sem prestacao
250000001198; Sem lancamento; -
50000000051; 2536.43; 2536.42
60000000551; 7471.4; 7425.35
170000000253; 7000; 7000
190000002274; 8887.5; 8887.5
190000002462; 5922.5; 1922.5
170000000285; Sem lancamento; -
270000000283; 394293.27; 394155.45
190000001229; 1155; 1155
80000000489; 4350; 4350
70000001483; 2500; 2500
120000000451; 5583.8; 5577.2
40000000215; 7019; 7019
10000000400; 913; 913
170000000609; 40000; 39860.4
210000000010; 4800; 4795.05
210000000991; 650; 650
100000000970; 1039.9; 1039.9
190000000060; 15964.4; 15954.3
160000000180; 39483.88; 39483.88
160000001158; 12875; 12875
210000000517; 13350; 13350
190000002152; Sem prestacao; Sem prestacao
110000000487; 17000; 16917.5
210000000963; 2199; 2197.62
100000000112; 108513.15; 108513.15
130000000922; 649750.48; 649747.45
80000000673; Sem prestacao; Sem prestacao
170000000282; 110000; 109997.35
220000000504; 6709.8; 6709.8
200000000141; 175799.19; 175787.06
110000000391; 39588.51; 39589.19
120000000444; 5583.8; 5553.8
190000000834; 60000; 60000
210000000007; 1900; 1897
270000000218; 108339.86; 108338.72
100000000505; 288174.62; 288063.45
130000001044; 938721.34; 938761.55
220000000031; 52013.03; 52013.03
100000000275; Sem lancamento; -
220000000226; 30439; 30760
250000001197; 32440.52; 32440.52
240000000017; Sem lancamento; -
70000001486; 4626.37; 4626.37
140000000543; 7135; 7135
160000000640; 1000; 1000
160000001040; 15404.5; 15404.5
130000000953; 178177.17; 177809.18
100000000291; Sem prestacao; Sem prestacao
190000002966; 64760; 64760
170000000675; 196361.4; 196279.93
170000000361; Sem lancamento; -
170000000473; 7328.8; 7328.8
130000001635; Sem prestacao; Sem prestacao
190000001304; Sem lancamento; -
240000000601; Sem prestacao; Sem prestacao
90000001162; 1448; 1448
120000000273; 2746305.78; 2746305.78
190000000271; 1537.5; 1537.5
50000000483; Sem lancamento; 17700
10000000467; Sem lancamento; -
160000000785; Sem prestacao; Sem prestacao
80000000577; 30219.51; 30217.47
80000000165; Sem prestacao; Sem prestacao
80000000150; Sem prestacao; Sem prestacao
30000000411; 13140; 13140
60000000432; 926.36; 926.36
80000000244; 27794.9; 27794.9
170000000247; 2000; 18.05
130000001173; 5050; 5041.47
150000000202; 9815.24; 9815.24
200000000049; Sem prestacao; Sem prestacao
220000000415; Sem prestacao; Sem prestacao
240000000248; 227450; 227430.91
130000000204; 24907.34; 24907.34
100000000303; 69845.62; 69845.62
100000000063; Sem lancamento; -
210000001036; 9406.9; 9406.9
190000002258; 8193.5; 8193.5
150000000267; 3455.49; 6195.98
240000000530; 94059.93; 94059.93
130000001283; 2779.17; 2736.97
140000000251; 51664; 51664
260000000168; 600; 600
70000000837; Sem lancamento; -
20000000374; 268832.71; 268832.71
140000001043; 659.36; 659.36
190000000666; 3324; 3324
220000000371; 47509.46; 47509.46
50000000085; 9154.15; 9154.15
60000000555; 3645.4; 3645.4
220000000254; 17255.38; 12395.38
160000001146; 1882118.19; 1934428.8
190000001560; 366500; 366461.06
170000000766; Sem lancamento; -
190000000193; 2265; 2265
90000000786; 2280; 2280
210000000956; 300; 300
90000000630; 1659.62; 1659.62
120000000386; 42618; 42618.05
200000000232; 2799.04; 2799.04
240000000568; Sem lancamento; -
240000000473; 209200; 208985.91
240000000214; 1112268.5; 1112059.88
40000000707; 450; 450
90000000405; 800; 800
250000000035; 139693.47; 139688.95
100000000591; 1861367.42; 1861367.42
50000000779; 6098; 6098
130000000096; 200; 200
200000000065; 461266; 461249.3
200000000175; 694397.5; 692870.25
250000000648; 325814.98; 325814.98
70000000291; Sem lancamento; 824.64
200000000256; Sem prestacao; Sem prestacao
90000000766; Sem lancamento; -
80000000601; 6303.26; 6303.26
160000000188; 77991.5; 77991.5
140000000194; Sem lancamento; -
70000000330; 54368.49; 54353.49
130000001174; 951977; 952270.8
240000000134; 205.13; 205.13
120000000139; 20450; 20448.4
230000000203; 2650; 2558.4
250000000483; 9841.13; 9840.97
50000001168; Sem lancamento; -
20000000302; 9335; 9327.5
130000000869; 18463.21; 18443.51
270000000258; 87149.42; 87149.42
90000000444; 3134; 3134
180000000290; Sem lancamento; -
90000000097; 15802.9; 15802.9
50000000452; 2000; 2000
170000000507; Sem lancamento; -
180000000107; 312296.25; 312043.45
90000000435; 3134; 3134
40000000113; 30180.95; 30168.04
40000000220; 92867.55; 90783.81
130000000961; 80492.53; 80413.19
130000000410; 6722.2; 6722.2
250000000179; 2227.4; 2227.4
190000000475; Sem lancamento; 205
140000001081; Sem lancamento; -
250000003046; Sem lancamento; -
190000001227; 4700; 4700
110000000301; 670693.33; 678743.33
200000000257; 1886.5; 1886.5
250000000584; 176130; 221314.85
190000002009; 3322.5; 3322.5
250000001961; Sem prestacao; Sem prestacao
90000000557; 2000; 2000
150000000354; 300; 300
170000000725; Sem prestacao; Sem prestacao
30000000428; Sem prestacao; Sem prestacao
40000000064; 1720; 1720
270000000141; 5608.83; 5608.83
240000000395; 164200; 164200
100000000612; 89455.17; 89455.17
90000000936; 4618; 4618
190000002102; 902.5; 902.5
260000000040; 13042.86; 13036.66
190000001894; Sem prestacao; Sem prestacao
190000001120; 3296.5; 3296.5
190000002355; 5718; 5718
250000003060; 1115; 714.5
270000000158; 20591.49; 20590.39
190000003004; Sem lancamento; -
130000001864; 4827.2; 4827.2
80000000126; Sem lancamento; -
190000001509; Sem lancamento; -
200000000146; 35000; 35000
50000000030; Sem prestacao; Sem prestacao
40000000499; 21868; 21686.2
250000002585; 12020.16; 12010.06
250000003362; 2905; 2864.6
80000000090; 45626.25; 45614.95
170000000055; 810000; 779899.99
250000001543; Sem prestacao; Sem prestacao
100000000087; Sem prestacao; Sem prestacao
100000000123; Sem lancamento; -
50000000147; 1580826.96; 1580826.96
250000002109; 17691.48; 17691.48
210000000665; 504473; 627772.79
50000001114; Sem lancamento; -
60000000863; Sem lancamento; -
250000003481; 1000; 1000
70000001171; 1000; 1000
150000000040; 25275.25; 25275.25
50000000334; 28999.07; 28930.54
80000000545; 611.26; 611.26
140000000224; 554.5; 1054.5
100000000951; Sem prestacao; Sem prestacao
130000001500; 6236.9; 6236.9
80000000122; 5947.5; 5937.5
250000003898; 20490.4; 20449.6
60000000041; Sem lancamento; -
150000000028; 10809.66; 10808.06
160000000060; 21361.64; 21355.3
210000000405; Sem lancamento; -
200000000319; 6792; 6792.03
160000001205; Sem lancamento; -
130000001591; Sem lancamento; -
210000000576; 74230.23; 74216.08
240000000369; 55732; 55654.4
90000000071; 12252.9; 12239.4
180000000374; Sem lancamento; -
50000000878; Sem lancamento; -
220000000160; Sem lancamento; -
250000000211; 23340; 23340
80000000686; 680050.5; 680050.5
130000001577; 40521; 60019.05
40000000596; 249253.41; 249242.28
120000000380; 25000; 18027.4
230000000060; 150; 150
140000000273; 2287.4; 2287.4
70000000265; 197733.68; 195716.94
260000000210; 15485; 18842.7
210000000504; 27895; 27875.35
20000000043; 362655; 362440.4
210000000850; 38781; 38781
170000000295; 8577.27; 8577.27
60000000389; 59072; 58487.87
60000000311; 820; 1040
50000000097; 60520.58; 60520.58
60000000657; Sem lancamento; -
270000000245; 102779.11; 102752.24
140000000527; 137660.5; 137610.4
160000000917; 12138.94; 12138.94
260000000170; 600; 600
90000000603; 2526.72; 2526.72
110000000368; 10407.41; 10407.41
110000000340; 795283.48; 795283.48
80000000378; Sem lancamento; -
150000000329; 400; 400
50000000808; 39434.8; 39434.8
90000000446; 26773.67; 26773.67
170000000445; 1540; 1540
70000000008; 10020; 10020
60000000893; 350; 350
130000001516; 300; 300
250000002149; 1230; 1230
190000001809; 70917.86; 70917.86
230000000464; 64732.35; 101570.27
230000000470; Sem prestacao; Sem prestacao
190000001502; 877.5; 877.5
200000000348; 386099; 385819.07
170000000329; 40000; 40000
170000000238; 2500; 2500
160000000616; 3846.64; 3846.64
160000001407; Sem prestacao; Sem prestacao
80000000413; 201507.53; 201507.53
80000000649; 47556.46; 47816.46
210000000854; 20701.7; 20701.7
250000002165; 6190.85; 6292.43
220000000207; 201962.58; 201962.58
160000000064; 102345.55; 102345.55
160000001101; 1060; 1060
210000001121; 31747; 31747
210000000528; 13930; 13930
140000000974; 694129.95; 693829.67
40000000510; 28239.6; 28189.95
90000000794; 2526.72; 2526.72
60000000384; 1503; 1502.4
80000000599; 108631.44; 108631.44
90000000303; Sem lancamento; -
50000000889; Sem lancamento; -
10000000334; 1077; 1077
160000000596; Sem prestacao; Sem prestacao
190000000726; Sem lancamento; -
80000000077; 6001.25; 6001.25
190000000420; 23900; 23819.5
190000001533; Sem prestacao; Sem prestacao
180000000354; Sem lancamento; -
150000000541; Sem lancamento; -
70000000908; 240974.89; 280824.07
60000000278; Sem prestacao; Sem prestacao
120000000226; 7800; 12455.3
230000000415; 17392; 17392
50000000963; Sem lancamento; -
80000000746; Sem lancamento; -
170000000223; Sem lancamento; -
50000000168; 1247820.85; 1082853.62
170000000553; 770; 770
50000000108; Sem prestacao; Sem prestacao
10000000492; 12912.5; 12912.5
170000000276; 5482.8; 5482.8
260000000023; 1096; 1096
250000001368; 277004.46; 274240.76
250000002933; 873; 873
190000000320; 6687.5; 6687.5
70000000142; 2490; 2490
50000000133; 1032067.23; 1031797.27
10000000052; 51897.67; 51897.67
250000002719; 10394.5; 10394.5
100000000603; 367950.65; 367948.66
190000003064; Sem lancamento; -
250000000756; 497098; 497075.35
190000001276; 4675; 4035
190000001071; Sem lancamento; -
100000000557; 26171.17; 26171.17
250000001072; 342.41; 342.41
90000001306; Sem prestacao; Sem prestacao
160000000355; 505546.41; 501458.67
240000000583; 5000; 5000
240000000708; 835; 805
80000000098; 1305; 1300
20000000306; 1500; 1500
250000002542; 13830.31; 13830.31
160000001330; 2576.79; 2576.79
90000000741; 2848348.48; 3029463.95
160000000032; Sem lancamento; -
130000001578; 6849.45; 6849.45
150000000144; 7397.36; 7397.36
200000000010; 1935.4; 1935.4
160000000341; 892552.04; 892552.04
250000001724; 9328.55; 9328.55
250000000314; 39863.69; 39863.69
130000000584; 4667.2; 4667.2
260000000204; 3050; 3050
60000000640; 18657.51; 18575.91
170000000138; Sem prestacao; Sem prestacao
80000000787; 8235; 8230
140000000998; 340645; 340457.66
220000000536; Sem prestacao; Sem prestacao
140000000874; 600; 600
60000000945; Sem lancamento; -
130000001756; Sem lancamento; -
250000002586; 11258.1; 11258.1
210000000818; 68103.8; 68103.8
130000001879; 9021.7; 9021.7
10000000641; 26667; 26667
130000001682; 728510.49; 728448.36
30000000192; Sem prestacao; Sem prestacao
20000000211; 95730; 95729.42
80000000338; 7395; 7395
40000000921; 12600; 12600
70000000705; Sem prestacao; Sem prestacao
70000001093; Sem prestacao; Sem prestacao
270000000286; 550636.9; 550636.9
180000000269; 1050; 1018.4
180000000063; 19124; 19056.63
250000001946; Sem lancamento; -
50000000665; 4100; 4058
70000000845; 1852634.59; 1852634.59
70000000700; 2505.64; 2505.64
230000000546; Sem lancamento; -
80000000297; 250150; 250150
190000003059; Sem lancamento; -
220000000602; Sem lancamento; -
90000000834; Sem lancamento; -
30000000583; 1000; 1000
210000000814; 1789.9; 1789.9
140000000207; Sem prestacao; Sem prestacao
130000001746; 5039; 5039
250000003675; 19673.42; 19673.42
50000000516; Sem lancamento; -
100000000782; Sem prestacao; Sem prestacao
190000002509; 11632.5; 1702.5
190000000006; 887800; 887297.9
190000001715; 57323.1; 57323.1
20000000364; 30442.38; 30442.38
200000000057; 400; 385
40000000455; 6482.65; 6482.65
50000000227; 12921.58; 12921.58
210000000809; Sem lancamento; -
70000000113; 17327.7; 17327.7
190000001185; 2310; 2310
60000000374; 2444; 2393.2
250000000086; 17575.02; 17575.02
190000000197; 80; 80
250000002667; 131461.02; 272731.02
10000000167; Sem lancamento; -
190000000457; 22396.74; 22392.14
160000000991; 2669; 2669
150000000282; Sem lancamento; -
250000003088; 58052.85; 58052.08
250000001216; 5496; 5494
250000004147; Sem lancamento; -
20000000170; 112106.91; 112106.91
160000001269; 8098.5; 8098.5
240000000204; 2342.37; 2342.37
270000000110; 275450.21; 275409.05
250000002122; 209791.88; 209748.38
210000000520; Sem prestacao; Sem prestacao
130000000280; 9441.17; 7849.03
250000000322; 2515; 2515
160000001288; 1260; 1260
250000002342; Sem lancamento; -
40000000792; 2260; 2260
130000000902; 983770; 983769.17
250000000428; 3378.2; 3378.2
230000000343; 225000; 225000
190000002866; Sem prestacao; Sem prestacao
50000000439; Sem prestacao; Sem prestacao
20000000097; 1000; 1000
10000000413; Sem prestacao; Sem prestacao
250000000394; 17379.44; 17368.32
10000000043; 23284.44; 23246.04
130000000730; 320988.75; 320988.75
160000001464; 4956.64; 4891.32
170000000415; 4380; 4380
140000000633; Sem prestacao; Sem prestacao
270000000063; 212177.24; 212177.24
130000001297; 2011.11; 2011.11
160000001208; 1276.8; 1276.8
160000001224; 695; 695
230000000046; 36315.71; 36315.71
110000000143; 13096.73; 13096.73
250000000791; 254504.6; 254500.13
120000000665; 21255; 21248
50000000830; 3480; 3480
180000000154; 82007; 82006.76
100000000240; Sem lancamento; -
250000002157; 451631.5; 451631.5
250000003500; 695; 695
160000000671; 6040.25; 6040.24
50000000383; 10772.36; 10772.36
190000000787; Sem prestacao; Sem prestacao
210000000095; 1724; 1724
110000000019; Sem prestacao; Sem prestacao
180000000073; Sem lancamento; -
190000001464; 110402.5; 110402.5
110000000322; 3331.42; 3331.42
250000001122; Sem lancamento; -
210000000183; 10422.82; 5592.82
250000002598; Sem prestacao; Sem prestacao
230000000176; 32024.51; 32012.91
190000000971; 912; 912
100000000730; Sem prestacao; Sem prestacao
60000000897; Sem lancamento; -
250000001535; 10089.77; 10089.77
210000001039; 259372.98; 259300.18
50000000059; 1935; 2411
140000000463; 3347.18; 3347.18
90000000087; 320362.72; 320362.72
170000000699; 89110.71; 111453.6
180000000166; 22250; 22250
120000000054; 14045.25; 14045.25
140000000281; 14590.09; 14590.09
140000000993; 234850; 234775.34
190000000641; Sem prestacao; Sem prestacao
80000000848; Sem lancamento; -
160000000578; Sem lancamento; -
130000001042; 155242.84; 155242.84
20000000059; 1500; 1500
40000000144; 3100; 3100
130000001582; 560; 560
250000001654; 1298719.5; 1298719.5
60000000873; Sem lancamento; -
150000000590; Sem lancamento; -
160000000953; 577327.01; 581994.76
250000001714; 150; 300
120000000009; 655.65; 655.65
190000003273; 5337.5; 5337.5
190000002390; 16472.51; 16472.51
190000003208; 930; 930
50000000355; 36381.65; 36351.7
100000000403; Sem lancamento; -
60000000561; Sem prestacao; Sem prestacao
80000000110; 206827; 206827
100000000103; 5655; 5655
270000000236; 37015.57; 35302.07
120000000133; 28520; 28520
190000000162; 1402.5; 1402.5
70000000728; 783543.33; 783509.43
190000003063; 3970; 3955.94
250000000228; 2000.27; 2000.27
70000000650; 1635; 1635
30000000053; 8100; 8100
190000001193; 1855; 1776.03
250000000757; 221473; 221344.19
160000001207; 2006.84; 2006.84
120000000400; 6930; 6930
210000000929; 230; 235.4
50000000650; 368978.04; 368925.7
50000000668; 8617.98; 8617.98
240000000119; Sem lancamento; -
190000001834; 70790; 70779.69
140000000433; 577766.52; 578766.89
190000001520; 55835.99; 55165.99
240000000325; 621672.71; 621672.71
130000000046; Sem lancamento; -
130000000966; 48397.54; 48380.84
240000000243; Sem prestacao; Sem prestacao
90000000809; Sem lancamento; -
50000000076; 250; 250
60000000064; 13775.34; 13775.34
60000000783; 2500; 2499.2
160000001011; 15812.1; 15812.1
190000000763; Sem lancamento; -
190000002214; Sem lancamento; -
20000000160; 32349.84; 32349.84
210000001023; 476667.53; 476637.53
190000002548; 3542.6; 3542.6
80000000803; 2467; 2379.96
60000000689; 165557.51; 165426.49
170000000716; Sem lancamento; -
190000001440; 1650.5; 1650.5
200000000346; 1469; 1469
240000000339; 213736; 213621.67
250000000324; 2285; 2283.4
250000000116; 3850; 3850
250000000312; 15398; 15366.4
250000002755; 312.5; 1050.5
250000003892; 18148; 18148
90000000535; 11032.9; 11032.9
240000000479; 1704577.07; 1704577.07
230000000305; 4370.11; 4370.11
130000000679; 1399556.94; 1399283.43
130000000289; 12053.51; 12071.97
130000001558; Sem lancamento; 43316.38
50000000661; 382654; 382647.35
160000000105; 167796.23; 167715.77
190000001855; 21200; 19800.95
10000000287; 1891.1; 1891.1
50000000975; 21155.14; 21155.14
210000000797; 200; 200
50000000777; Sem lancamento; -
190000000260; 4087.5; 4087.5
20000000253; 3300; 3300
120000000683; Sem prestacao; Sem prestacao
190000001438; 3510; 3510
100000000031; 51198.38; 51198.38
170000000420; 6440; 6440
170000000513; 5482.8; 5482.8
130000001688; Sem lancamento; -
200000000068; 297521; 296472.07
250000002749; 17871.33; 17871.33
140000000028; 200; 200
50000000515; 57081; 57081
60000000288; 4450; 4408.4
40000000055; 3624; 3618.65
190000001413; Sem lancamento; -
80000000539; Sem prestacao; Sem prestacao
200000000021; 12202.4; 12202.4
240000000498; 1200; 1200
50000000718; 257572.49; 257572.49
130000000386; 8226.7; 7958.45
250000002567; Sem lancamento; -
120000000245; 13360; 13360
20000000372; 20865.08; 20865.08
180000000234; 736780.7; 857071.57
170000000064; 86950; 88973.25
100000000057; Sem lancamento; -
250000001893; 957; 500
160000001206; 606.64; 606.64
130000000417; 6427.2; 6427.2
200000000333; 62120; 62120
80000000815; 3593.26; 3593.26
50000000673; 593580; 593207.32
60000000381; 1300; 1300
150000000296; 302079.8; 301751.47
150000000277; 81911.12; 81911.12
210000000658; 12500.9; 12486.9
10000000386; 7540; 7540
140000000311; Sem lancamento; -
260000000120; 112120.4; 112077.25
190000001477; 30201.59; 30201.59
110000000039; 64692.86; 64692.86
210000000705; 97068.62; 97068.62
160000000441; 13866.98; 13866.98
250000000610; 1201076.25; 1201076.37
50000000211; 11146.02; 11146.02
170000000735; Sem lancamento; -
190000001994; Sem prestacao; Sem prestacao
190000000571; 911285; 910779.34
200000000194; 3172; 3172
180000000253; 435167.3; 435167.3
110000000259; 1000; 1000
190000001428; 3488083; 3488083
230000000231; 11852.81; 11808.21
160000001053; 4854.5; 4854.5
80000000144; 369852.69; 369852.69
170000000772; Sem lancamento; -
250000000364; Sem lancamento; -
10000000115; 7315; 7315
250000000838; 444213.24; 444213.24
190000002810; 12785.98; 12785.98
260000000134; 16893.75; 16893.75
130000001275; 4242; 4242
250000000005; 72617.68; 72617.68
70000000446; 26602.7; 26602.7
190000002155; 2824; 2824
230000000194; 83530.43; 83530.43
100000000227; Sem lancamento; -
250000000818; 34419.4; 34419.4
170000000694; 4000; 4000
40000000619; 4274.9; 4274.9
120000000546; 11256.22; 11256.22
240000000155; 19203.6; 19187.33
240000000523; 46154.36; 46154.36
250000002409; 4173.75; 4173.75
220000000339; Sem lancamento; -
70000000120; 9800.72; 9800.72
120000000037; 335927.55; 335927.55
120000000346; 99214.28; 99214.28
250000001441; 82391.96; 82391.96
240000000351; 39042; 39042
130000001018; 16520.8; 16520.8
250000000227; Sem prestacao; Sem prestacao
210000000463; 26580; 26388.5
30000000085; 13018.5; 13018.5
190000003022; 2340.5; 2340.5
190000000706; 44.75; 644.75
160000000083; 172722.65; 173022.62
160000000066; 135711.8; 135517.78
130000000908; 6800; 6800
40000000567; 41179.09; 41097.49
190000003045; 1960; 1960
170000000417; 1840; 1840
250000002700; 53802.54; 53802.54
90000001100; Sem prestacao; Sem prestacao
80000000671; Sem lancamento; -
270000000086; 43965; 70343.84
140000000372; 333934.2; 333934.2
210000000379; 159450; 177780.28
50000000765; 1448; 1448
190000002020; 30652.5; 30652.5
190000001167; Sem prestacao; Sem prestacao
80000000001; 4130; 3648.13
250000003480; Sem prestacao; Sem prestacao
20000000163; Sem lancamento; -
160000001021; Sem lancamento; -
250000002675; 142117.56; 142117.56
170000000116; Sem lancamento; -
240000000408; Sem lancamento; -
250000000692; 435367; 435328.39
160000000018; 27571.53; 27571.53
110000000345; 9305.5; 9305.5
250000002978; 312.5; 312.5
140000000877; Sem lancamento; -
250000003485; Sem prestacao; Sem prestacao
230000000357; 66800; 66800
250000001261; 29018.9; 29018.9
130000000645; 29591.11; 29591.11
130000000042; 550; 550
270000000522; Sem lancamento; -
50000000285; 250758.86; 250758.86
90000000980; 7380.51; 7380.51
220000000014; Sem lancamento; -
30000000246; 800; 800
50000000955; Sem prestacao; Sem prestacao
160000000662; 2600; 2512.6
180000000022; 2878.89; 2878.89
250000000062; 35217.02; 35211.82
110000000156; 19200; 18739.9
160000000074; 23283.5; 23283.5
210000000886; 108174; 108174
60000000751; 133800; 133744.86
80000000014; 14256.41; 14253.65
50000000799; Sem lancamento; -
80000000354; 794899.51; 1055834.71
200000000023; 1851; 1851
30000000260; 2094; 2094
220000000186; 1995.75; 1995.75
170000000625; Sem lancamento; -
90000000351; 4540.8; 4540.8
250000001975; 1882.5; 1882.5
100000000830; Sem lancamento; -
250000001662; 3031667.16; 3030818.46
250000002825; Sem prestacao; Sem prestacao
130000000031; 6107.04; 6107.04
130000001433; 5500.95; 5500.95
250000000320; 2301; 2301
250000002285; 772.14; 772.14
210000000612; 28080.32; 28080.32
130000001601; 11371; 11371
30000000436; 900; 900
40000000346; 1850; 1850
190000002372; 6945; 6945
130000001439; 5508.92; 5508.92
190000000372; Sem lancamento; -
140000000802; 3640; 7280
130000000526; 4110; 4104.8
190000002506; 2319.5; 2189.5
190000000250; 1387.5; 1387.5
230000000197; 1600; 1600
30000000405; 50200; 50102.3
210000000074; 2080.5; 2080.5
130000000160; 3499; 3499
240000000054; 614.5; 614.5
130000001420; 8252; 8251.15
250000003494; 985; 985
220000000547; 22371.71; 22371.71
80000000496; 350; 350
220000000403; 263044.95; 263042.65
30000000353; 89464; 89373.2
210000000393; 105052.12; 105159.4
160000000073; 131318.6; 131318.6
190000002813; 13439; 13439
50000000435; Sem lancamento; -
250000001509; 447104.73; 447104.73
160000001171; 1885; 1885
70000000741; 11530; 14018.4
250000001449; 132439.52; 132439.52
250000000486; 11413.2; 11413.2
120000000584; 14118.82; 14118.82
120000000251; 13470; 13470
190000001319; 1440; 1440
230000000151; 11334.51; 11334.51
50000000301; 15122.93; 15122.93
160000001284; Sem lancamento; -
130000000874; 4953956.4; 4953956.4
170000000263; Sem prestacao; Sem prestacao
130000001397; 914000; 913405.86
130000001499; 845; 845
190000002072; 3052.5; 3052.5
10000000061; 3438.4; 3438.4
170000000080; 158347.8; 158347.8
70000000204; 13086; 11784.44
30000000462; 265500; 263920.1
190000003000; Sem prestacao; Sem prestacao
130000001135; Sem prestacao; Sem prestacao
220000000075; 100; 100
190000001568; 821231.66; 820749.19
190000002556; 14305; 14305
190000001011; 3390; 3370
190000002035; 16502.5; 16502.5
20000000411; Sem lancamento; -
180000000127; 96655; 96655
180000000381; 5800; 5800
190000002108; Sem prestacao; Sem prestacao
110000000209; Sem prestacao; Sem prestacao
190000002406; 6524.25; 6524.25
210000000171; 25034.52; 25032.52
20000000477; 1500; 1500
250000003690; 10394.5; 10394.5
210000000187; 154403.22; 154403.22
230000000270; 218495.02; 217533.6
230000000034; 9927; 9927
140000000639; Sem prestacao; Sem prestacao
70000000321; 11175.85; 11175.85
190000002604; 53400; 53345.16
190000001159; 649884.19; 649407.19
90000001001; 1531782.88; 1531782.88
80000000128; 6341.5; 6341.5
190000001070; Sem lancamento; 1000
190000001355; 2800; 2800
210000000749; 6062; 6062
190000002582; 4139; 4139
200000000101; 219.23; 219.23
200000000305; 500; 498.4
210000000617; 26134.38; 26134.38
70000001118; 3000; 2996.36
210000001029; Sem prestacao; Sem prestacao
70000001164; 57149.39; 57149.39
130000001599; 967.5; 967.5
110000000085; 19911.68; 19911.68
130000001128; 8024; 8024
10000000565; 7849.9; 3823.44
120000000661; 36000; 34499.13
120000000175; Sem prestacao; Sem prestacao
250000002576; Sem lancamento; -
40000000688; Sem lancamento; -
70000000883; 10235.24; 10235.24
110000000105; 62616.7; 62616.7
230000000104; 9516; 9516
60000000351; 44900; 44900
250000002876; Sem lancamento; -
250000000128; 6251.77; 6220.17
80000000031; 3510; 3510
80000000347; 182400; 201526.23
140000000291; 5180; 5180
140000001441; 530; 530
140000000209; Sem lancamento; 1000
100000000490; 317859.41; 317859.41
170000000646; 600; 600
120000000662; 2468.51; 2468.51
250000000049; 34302.82; 34302.82
250000001437; 7507.46; 7507.46
100000000373; 1500; 1500
60000000525; 1448; 1448
250000001510; 1777786.04; 1777786.04
20000000083; 800; 800
160000001302; 5954.5; 5954.5
30000000354; 5585; 5585
210000000741; 60; 60
130000001144; Sem lancamento; -
80000000263; 13978.25; 13978.25
220000000172; Sem lancamento; -
250000001697; 2942.69; 1785
130000000181; Sem prestacao; Sem prestacao
250000002102; 385864.02; 385858.86
250000001636; 200; 200
250000001213; 13079.46; 13077.62
130000000137; 108294.26; 108294.26
40000000028; 5439; 5392.9
160000000403; 3323.13; 3395.13
210000000832; 50058.79; 50058.79
130000000715; 600; 600
250000003371; 6240; 6240
160000000909; 600; 600
250000003329; 783; 783
250000001304; 32029.08; 32129.08
70000000472; 33027.99; 33027.99
140000000754; 11450; 11450
200000000029; 1805.9; 1787.5
80000000387; 1312637.41; 1303913.41
60000000960; 1000; 1000
60000000069; 59235.35; 59235.35
180000000038; Sem lancamento; -
40000000133; Sem prestacao; Sem prestacao
70000000934; Sem prestacao; Sem prestacao
70000001119; 1000; 996.16
190000001508; 1087.5; 1087.5
250000001423; 606718.68; 606682.94
250000001865; 1383.49; 1383.49
130000000055; 1684086.75; 1683774.23
210000000234; 5; 5
250000003846; 23290; 23278.4
210000000471; 3865.15; 4910.15
200000000030; 2236.75; 2236.75
190000002812; 17351.5; 17351.5
220000000218; 18450.05; 18450.05
130000001221; 9175; 9175
190000003169; 1560; 1560
40000000681; 1237.5; 1237.5
70000000579; 11881.5; 11881.5
70000000467; 18508.92; 18508.32
250000000750; 11951.5; 13951.5
190000001320; 12600; 12585.4
70000000560; 4494; 4494
40000000720; 5823.75; 5823.75
70000000300; Sem lancamento; -
110000000482; Sem lancamento; -
160000000495; 176715.34; 176715.34
270000000243; 266266.84; 310426.44
90000000461; 3134; 3134
120000000370; 9000; 9000
160000001489; Sem lancamento; -
270000000188; 10482.29; 10482.29
100000000691; Sem lancamento; -
130000000884; 3158428.85; 3158428.85
50000001152; 300.2; 300.2
110000000372; 200; 200
80000000211; 7589.89; 7589.89
180000000220; 448964.67; 450502.2
50000000230; 22792.71; 22842.65
90000000739; 373249.72; 373213.22
160000000010; 400; 400
40000000235; 206240; 206187.95
30000000424; 550; 550
250000002807; 557.5; 557.5
210000000345; 231804.62; 231804.62
130000001313; 760; 760
110000000394; 26570.57; 26570.57
210000000574; 107706.32; 107689.94
90000001168; Sem prestacao; Sem prestacao
40000000634; 35779.8; 35642.11
220000000330; Sem lancamento; -
190000001576; 21087.5; 21085.9
200000000227; 2799.04; 2799.04
