Sequencial; Receitas; Despesas
170000000728; Sem lancamento; -
260000000223; Sem lancamento; -
80000000667; 1500; 1460
250000001647; Sem lancamento; -
250000001849; 600.63; 600.63
50000000629; 466580; 466593.6
190000002576; 969; 969
210000000338; Sem lancamento; -
70000001121; 6500; 6500
120000000551; 20612.82; 20610.32
40000000675; 1207.8; 1207.8
40000000505; 152400; 143400
190000000501; 2500; 2480
190000000427; 15620; 15543.92
160000000764; 523384.3; 523384.3
40000000735; 227.67; 227.67
190000002529; 1702.5; 1702.5
100000000903; Sem lancamento; -
190000002448; 28043.5; 33558.07
80000000240; Sem prestacao; Sem prestacao
150000000125; 13694; 13453.9
130000000754; 11627.17; 11627.17
210000000822; 15265.27; 15265.27
250000003701; 24431.86; 24431.86
100000000312; 2016.1; 2018.4
110000000237; 21802.5; 21802.5
260000000225; 44743; 44743
160000001329; 50.2; 50.2
90000000412; Sem lancamento; -
250000003879; 75455.5; 75420.29
80000000207; 1146.91; 1146.91
190000001349; 4265; 4265
80000000627; 611.26; 611.26
250000002666; 93250; 93247
250000003643; 3570.17; 3570.17
220000000176; 31010; 31000.87
70000000631; Sem lancamento; 4866.64
190000001023; 2005.16; 2005.16
190000001757; 25200; 16330
80000000752; Sem lancamento; -
150000000027; 900; 880
250000003887; Sem lancamento; -
130000000472; Sem lancamento; -
50000000522; Sem prestacao; Sem prestacao
60000000007; 1008; 1008
30000000064; 3200; 3200
50000000589; 500; 500
190000000720; Sem prestacao; Sem prestacao
160000001085; Sem lancamento; 11737.6
160000000814; 18296.64; 18296.54
190000002392; 141165.05; 141165.05
120000000594; Sem prestacao; Sem prestacao
150000000192; 15000; 15000
250000002537; 77558.75; 77558.75
250000001179; 11580.5; 11580.5
240000000033; 31703; 31703
210000001181; Sem prestacao; Sem prestacao
60000000275; 750; 750
140000000689; 10162.43; 10162.43
50000000699; Sem lancamento; -
200000000401; Sem prestacao; Sem prestacao
110000000218; 194938.5; 194929.12
160000000964; 233692.16; 233692.16
210000000533; 17100; 17100
130000001003; 1264795.48; 1264795.48
70000000350; 592184.44; 591901.05
190000002473; 4492.5; 4492.5
140000000784; 300; 300
10000000431; Sem lancamento; -
70000000448; 467430.84; 467430.84
70000000365; 20533.05; 20533.05
90000001085; Sem prestacao; Sem prestacao
180000000384; 18951; 18819.4
60000000025; 200; 200
40000000289; 400; 400
190000000248; 2037.5; 2037.5
220000000141; 1600; 1600
120000000250; 15530; 15200.4
160000000019; 400; 339.9
190000002210; Sem prestacao; Sem prestacao
110000000007; Sem lancamento; -
250000003304; 455; 455
70000001137; Sem prestacao; Sem prestacao
250000003363; 1483; 1481
250000002674; 29916.81; 29916.81
210000001061; 46400; 46400
60000000600; Sem lancamento; -
250000000006; 45031.38; 44918.28
110000000548; Sem lancamento; -
250000000405; 1300; 1300
100000000861; 353310.67; 353046.09
220000000211; 13911.86; 13911.86
30000000345; 6944; 6942.4
30000000356; 34015; 30974.9
220000000112; 116782; 116773.6
190000002027; 53592.5; 53592.5
190000002836; 1652.5; 1652.5
60000000533; Sem lancamento; -
150000000135; Sem lancamento; -
100000000636; 6014.1; 6014.1
230000000447; 16035.4; 16024.8
160000001300; 1906.64; -
250000002605; 296540.87; 296537.7
120000000239; Sem lancamento; -
220000000513; Sem lancamento; -
140000001227; Sem lancamento; -
100000000413; 138900; 138900
40000000233; 4808.1; 4808.1
60000000544; 9400; 9322.4
130000000692; 4053221.63; 4053221.63
250000002922; Sem prestacao; Sem prestacao
250000000556; 1049194.24; 1055114.24
190000003194; 2835; 2835
250000000039; 15454.52; 14882.92
190000002073; 3255; 3255
130000000944; 2105; 2105
130000000326; 2300; 2272.9
190000001337; 1540; 1540
170000000485; 4953.8; 4953.8
160000000009; Sem lancamento; -
230000000145; 11123.62; 14123.62
240000000706; Sem lancamento; -
240000000303; Sem lancamento; -
250000001250; 13022.62; 12968.62
270000000252; 16659.8; 16659.8
250000000167; Sem prestacao; Sem prestacao
250000003770; Sem lancamento; -
130000001441; 5886.9; 5886.9
100000000433; 18071.55; 18071.55
10000000336; 5985; 5985
30000000117; 15262.9; 9223
10000000392; Sem lancamento; -
190000001875; 1922400; 1880999.39
130000001357; 1699; 1699
130000000208; 29472.98; 29452.53
40000000216; 3281; 3281
140000000216; 13060; 12968.42
210000000138; 259996; 259931.62
170000000773; Sem lancamento; -
90000001024; 22734.25; 20018.15
60000000318; 221700; 221579.56
190000003082; 56050; 56050
40000000901; 52622.93; 52432.23
270000000159; 10229.24; 10229.24
250000000973; Sem prestacao; Sem prestacao
90000000391; 6103; 6103
50000000079; 250; 250
80000000729; 100; 100
50000000476; 14975; 15782
150000000154; Sem prestacao; Sem prestacao
20000000156; 421880; 421840.71
220000000426; 23546.92; 23546.92
50000000123; 1204333.27; 1204070.16
60000000724; 442850; 442840.51
250000003943; 2000; 2000.02
250000003620; 283.63; 283.63
130000000887; 526732.54; 526732.54
210000000093; 96023.57; 96023.57
90000001083; Sem lancamento; -
160000000960; 12371; 12371
120000000422; 21484.5; 21484.5
90000000893; Sem lancamento; -
100000000689; Sem lancamento; -
100000000598; Sem lancamento; -
250000003047; 486547.74; 486547.74
110000000232; Sem lancamento; 1500
120000000587; Sem prestacao; Sem prestacao
120000000115; 4298808.33; 4298808.33
100000000761; 50100; 50100
250000003136; 33844.4; 33822.37
250000002792; 437.5; 437.5
190000000509; Sem lancamento; -
50000000460; Sem prestacao; Sem prestacao
80000000658; 79679.26; 79679.26
70000001021; 5584; 5584
70000000688; 8324; 8324
130000000402; 48710.57; 77355.57
210000000472; Sem lancamento; 600
190000003054; 1425; 1425
250000000429; 6833.2; 6833.2
130000000771; 26354.2; 26354.2
250000003946; Sem lancamento; -
270000000276; 12366.34; 12366.34
30000000480; 1900; 1900
180000000188; 1362; 1362
60000000952; Sem prestacao; Sem prestacao
210000001040; 114900; 114863.01
220000000486; 13150; 13101.55
160000000413; 4959.46; 4959.46
140000000787; 10708; 10709.2
250000000663; 171096.48; 170935.92
190000001054; 5223.7; 5223.7
190000001774; 32290; 32086
10000000243; Sem prestacao; Sem prestacao
100000000756; 923200; 923200
250000001500; 102089.46; 102077.92
250000000047; 338801.76; 338795.81
190000002528; Sem lancamento; -
190000000806; 320; 320
100000000638; 139860; 139738.62
140000000141; 1310; 1310
260000000126; Sem lancamento; -
140000000031; 12300; 12242.6
200000000266; 1000; 940
250000001665; 952234.22; 951665.19
50000000727; 424880; 424880
80000000306; 32870; 32866.9
90000000760; 665; 665
90000001030; 457116.18; 453295.53
120000000332; 160888.6; 253288.38
120000000354; 488468.52; 488393.38
140000001021; Sem lancamento; -
190000003068; 1400; 1400
130000000303; Sem prestacao; Sem prestacao
130000000498; 4000; 4000
100000000290; Sem prestacao; Sem prestacao
80000000702; Sem lancamento; -
50000001188; Sem prestacao; Sem prestacao
80000000462; 83628.95; 83728.95
130000000662; 4205979.45; 4205979.45
60000000831; 2005.51; 2005.51
170000000548; 1448; 1448
250000002650; 797961.59; 797961.63
130000001495; 1400; 1230.02
80000000845; Sem prestacao; Sem prestacao
50000000289; 3900; 3900
60000000469; 18750; 18750
190000001675; 1600; 1600
250000000855; Sem prestacao; Sem prestacao
250000001353; 2811609.09; 2807824.75
220000000206; 71879.51; 71879.51
70000000772; Sem prestacao; Sem prestacao
240000000343; 38380; 38309.06
130000000193; Sem lancamento; -
70000000704; 77400; 77327.43
90000000376; 66100; 66102.52
120000000336; 41535.47; 41535.47
190000002135; 202.5; 202.5
240000000571; 1000; 1000
220000000266; 6611.11; 6611.11
60000000907; Sem lancamento; -
220000000195; 514711.11; 507685.54
40000000218; Sem lancamento; -
200000000522; Sem prestacao; Sem prestacao
190000001820; Sem lancamento; -
190000001363; 6840; 6840
50000001170; Sem prestacao; Sem prestacao
180000000028; 800; 800
50000000738; Sem prestacao; Sem prestacao
190000001938; 600; 600
190000002277; Sem prestacao; Sem prestacao
40000000122; 37293; 37257.65
130000001339; 1350; 1350
250000001977; 1692.5; 1692.5
160000000205; 436085.58; 435872.69
160000000999; 212985; 212985
190000000252; 86971; 86948.85
40000000112; Sem lancamento; -
100000000511; Sem lancamento; -
130000001200; 1186.42; 1186.42
130000000430; 4205; 4205
250000001631; 1155862.23; 1155862.23
220000000529; 600; 600
190000000502; 590; 590
250000003477; 8366; 8430.9
210000000515; 8150; 8150
30000000444; 70165.87; 70147.25
250000000803; 103739.18; 103739.18
60000000487; 241280.53; 241280.53
250000001716; 628.9; 628.9
170000000654; Sem lancamento; -
230000000265; 291200; 388864.45
90000000773; Sem lancamento; -
30000000469; 482000; 482000
50000000680; 11739.71; 11739.71
130000000890; 1424880.63; 1350784.75
60000000434; 1050.36; 1050.36
240000000385; Sem lancamento; -
230000000507; 6824.5; 6824.5
70000001158; Sem prestacao; Sem prestacao
160000000207; 847828.13; 847828.13
160000000826; 67309.62; 58204.46
160000001191; Sem prestacao; Sem prestacao
190000002964; Sem prestacao; Sem prestacao
270000000235; 38604.77; 38604.77
40000000035; 129310.28; 129305.48
190000001518; 1336; 1336
190000001117; 54426.19; 54426.19
120000000060; 328197.03; 328197.03
230000000293; 18510.51; 18493.36
250000003827; Sem prestacao; Sem prestacao
80000000114; Sem prestacao; Sem prestacao
250000001526; 304509.49; 304503.56
100000000759; Sem lancamento; -
30000000343; 34700; 34700.9
130000000486; Sem prestacao; Sem prestacao
190000000768; Sem prestacao; Sem prestacao
250000003601; 3542.27; 3542.27
230000000025; 3195; 3195
190000000511; Sem prestacao; Sem prestacao
140000000536; 14857.5; 14857.5
140000000457; 571730.81; 571730.81
30000000321; 22910.44; 22910.44
190000002139; 615259.51; 615125.44
190000001503; 5365; 5366
220000000167; 19550; 19550
170000000523; 2628.99; 2628.99
250000000255; 2773; 2773
230000000027; 11987; 11962.3
140000000926; 14000; 13932.8
190000002542; 4874; 4874
70000000535; 28503.05; 28457.91
80000000363; 8039.75; 8035.75
80000000660; 45388.64; 45388.64
260000000240; 34416.5; 34416.5
200000000287; 24781.44; 24781.44
250000003499; 6657; 6657
190000001149; 600; 600
50000000574; Sem lancamento; -
250000002611; 212519.87; 212983.11
240000000441; 399744.71; 399294.02
160000000022; 1100; 1100
120000000276; Sem prestacao; Sem prestacao
140000000522; 17614.9; 17614.9
140000000810; Sem prestacao; Sem prestacao
250000001284; 12395.62; 12395.62
190000001610; 588195; 588105.66
180000000194; 8060.4; 8060.4
40000000286; 450; 450
250000001715; 7650; 6573.59
120000000356; 69628.5; 69611.93
90000000321; 28086.2; 28086.2
50000000373; 79315.57; 79251.39
180000000371; 7507.33; 7507.33
90000001099; Sem prestacao; Sem prestacao
80000000320; Sem lancamento; -
100000000111; Sem prestacao; Sem prestacao
130000001466; 300; 300
250000002643; 17239.94; 11094.04
230000000386; 6331.31; 6331.31
240000000296; 200; 200
140000000044; Sem lancamento; -
220000000542; Sem lancamento; -
130000000438; 28037.63; 28020.14
10000000298; 2087.3; 2087.3
120000000385; 31663.5; 31579.35
40000000691; 400; 400
130000000446; Sem lancamento; -
130000001834; 623.92; 623.92
130000000300; 1500; 1485.65
250000000097; 1102.4; 1102.4
240000000654; Sem lancamento; -
250000000268; 4050; 4050
80000000847; Sem lancamento; -
60000000281; 364189; 364189
80000000472; 1500; 1500
20000000084; 6014.8; 6014.8
40000000737; 829.85; 829.85
190000002843; Sem lancamento; -
250000002982; Sem lancamento; -
230000000212; 1500; 1500
70000000779; 1919.18; 1919.18
10000000340; 4075; 4075
180000000023; Sem lancamento; -
250000003709; 10394.5; 10394.5
210000000901; 27557; 27556.01
70000000481; 1614; 1614
10000000023; 1141.55; 1141.55
250000000895; 3478.84; 3478.84
10000000127; Sem lancamento; -
250000000628; 353626.74; 355176.99
50000000530; Sem lancamento; -
260000000064; 4000; 4000
90000001157; Sem lancamento; -
160000000855; 600; 600
190000002703; 3260; 3260
60000000798; Sem lancamento; -
200000000314; 33554.5; 33546.44
50000000027; 6820; 6363.9
10000000534; Sem lancamento; -
80000000392; 57902.35; 57902.35
80000000825; Sem lancamento; -
210000000595; 1448; 1448
240000000151; 12405; 19528
130000000148; 4605; 4605
130000000085; 142354.32; 141354.32
130000001644; 1500; 1810.95
190000000879; Sem lancamento; -
250000001646; 5709.46; 5709.46
140000001024; Sem prestacao; Sem prestacao
170000000136; 627384.75; 627384.75
170000000568; Sem lancamento; -
60000000595; 4862; 4810.92
70000000691; 11530.35; 11530.35
10000000483; 16840; 16840
190000000576; 171835; 171835
170000000615; 286814.6; 286808.85
130000001070; 27664.09; 27659.19
230000000444; 16092; 16092
100000000172; 21750; 21698.15
160000000516; 1624.63; 1624.63
50000000427; Sem lancamento; -
240000000371; 421456.22; 421456.22
250000002884; 2440.08; 2440.08
210000000973; 2405; 2405
210000000365; 350; 350
120000000233; 87240; 87238.73
230000000050; 8925.6; 8925.6
100000000570; 485908; 490258
190000001294; 2040; 2040
230000000384; 6684.51; 6684.51
180000000148; 400; 400
140000000576; Sem prestacao; Sem prestacao
170000000213; 9337.62; 9337.62
70000000612; 7740.8; 7740.8
70000000549; 14730; 14730
130000000480; 4205; 4205
250000001692; 9020; 8838.4
220000000041; 339590; 339067.85
250000001725; 7895.5; 7645.5
240000000637; 12255.95; 12255.95
250000000771; 168548.81; 239533.96
70000000588; 30860.12; 30860.12
50000000951; 250; 250
160000000810; 36966.64; 36966.64
220000000502; 1000; 1000
160000000981; 4535; 4539.22
190000000168; 723; 1446
250000001836; Sem prestacao; Sem prestacao
30000000021; Sem prestacao; Sem prestacao
110000000071; 33494.25; 27412.65
160000000771; Sem lancamento; -
160000000795; 10150; 10150
190000002317; Sem prestacao; Sem prestacao
240000000424; 26971.05; 26938.75
120000000177; Sem prestacao; Sem prestacao
70000000933; Sem prestacao; Sem prestacao
190000000010; Sem lancamento; -
170000000602; Sem lancamento; -
130000002020; Sem lancamento; -
120000000301; Sem lancamento; -
50000000945; 4610; 4572.2
50000000018; 270.3; 270.3
80000000538; Sem lancamento; -
160000000694; 2040.64; 2040.64
220000000214; 1111.11; 710
10000000044; 13979.2; 13979.2
170000000385; 7280; 7280
160000001386; Sem lancamento; -
190000002606; 749; 749
250000001756; 9890; 8890
210000000498; 1356; 2356
130000000357; Sem lancamento; -
130000000788; 5575.85; 5575.85
30000000335; 600; 600
130000001469; Sem lancamento; -
150000000669; Sem lancamento; -
150000000150; Sem lancamento; -
60000000356; 7000; 7000
70000000902; 1154893.25; 1153610.39
160000001012; 117392.46; 117392.48
150000000527; 3941.99; 3941.99
160000001232; 10481.93; 10481.83
250000001944; 3141.5; 3141.5
270000000173; 24360.42; 24271.33
60000000078; 17905.34; 17905.34
210000000910; Sem lancamento; -
130000000848; 2296.07; 2296.07
190000001353; 10790; 10790
90000000462; 31434; 31434
190000000574; 42; 42
40000000775; Sem prestacao; Sem prestacao
110000000447; 21008.5; 21008.5
150000000079; Sem lancamento; -
250000000881; Sem lancamento; -
80000000195; Sem prestacao; Sem prestacao
70000000581; 14573; 14573
130000001001; 18739.15; 18738.8
110000000355; Sem prestacao; Sem prestacao
190000001996; 400; 400
170000000084; 433500; 433500
170000000161; 151118.37; 151118.37
190000001758; 89500; 89499.9
50000000954; 29838.73; 29838.73
120000000350; 769515.5; 769507.59
150000000113; 523.1; 523.1
90000000409; 176001.15; 176001.15
240000000213; 1631542.19; 1631542.19
170000000761; Sem lancamento; -
160000000849; 77812.8; 78052.8
250000000743; 20578.5; 20573.99
200000000039; Sem prestacao; Sem prestacao
140000001164; Sem prestacao; Sem prestacao
190000001182; Sem lancamento; -
210000000090; 120036.44; 120001.28
200000000381; 1320; 1081.4
170000000509; Sem lancamento; -
50000000282; 23301.75; 23301.8
190000002048; 38550; 38550
100000000753; Sem prestacao; Sem prestacao
30000000466; 235820.94; 235767.73
190000000327; 2420; 6765
90000000392; 97809; 97809
10000000066; 65510.4; 65449.6
90000000746; 4086; 4086
90000001190; Sem lancamento; -
150000000073; 6563.26; 6563.26
60000000429; 2473.06; 2473.06
190000002335; 1133.95; 1133.95
30000000388; 18400; 17906.4
210000000223; Sem lancamento; -
210000001205; 2432; 2422
80000000310; 23590.19; 23590.19
50000000016; 250; 250
90000000107; 11040.4; 11040.4
190000002563; 4229; 4229
40000000595; 13242.82; 13242.82
130000000036; 30152.8; 30031
80000000648; 40027.68; 40027.68
120000000101; 374513.5; 374140.76
140000000164; 4163.5; 4163.5
210000000849; 25651.5; 25530.48
230000000286; 688945.02; 687165.62
230000000461; 11604.88; 11604.88
190000000752; 990; 980
160000001483; 62356.64; 62411
190000001824; Sem lancamento; -
190000002093; 14295; 14291.1
10000000230; 23588.5; 23588.5
160000001001; Sem lancamento; -
70000000093; Sem prestacao; Sem prestacao
80000000372; 238622.13; 238622.13
10000000055; 821.88; 821.88
200000000237; 1646; 1646
160000001248; 4898; 4885.15
160000000583; 254163.99; 254163.99
30000000234; 64605; 64468.39
210000000386; 1072739.45; 1072739.45
210000000660; Sem prestacao; Sem prestacao
190000001328; 10215; 10215
200000000220; 2406.89; 2406.89
170000000580; 369202; 369022.38
220000000086; 4698.5; 4698.5
240000000684; 48699; 48134.69
30000000454; Sem prestacao; Sem prestacao
250000001421; 66067.71; 66067.29
230000000406; 31922.49; 31922.49
190000002988; 1493.4; 1493.4
190000002876; Sem lancamento; -
20000000371; 3875.08; 3875.08
100000000121; 423996.11; 423996.11
110000000141; 9560; 9560
20000000141; 2237.62; 2236.02
70000000598; 8144.79; 8144.79
10000000084; 39632.43; 39632.43
70000000089; 24298.62; 22429.98
90000000785; 101006.41; 101006.41
120000000409; 19900; 19858
190000000215; Sem prestacao; Sem prestacao
180000000462; Sem lancamento; -
250000000141; 1571.15; 1571.15
240000000224; 1461356.66; 1458259.9
250000000518; 1707397.88; 1706943.19
60000000834; Sem lancamento; -
70000000374; 8901.74; 8901.74
40000000752; 1187.5; 1187.5
150000000256; 3795.25; 3795.25
90000000808; 66356.6; 66310.34
170000000565; 351742.5; 351742.5
50000000241; 32247.12; 35265.52
30000000072; 10710; 10690
190000002175; 5616.5; 5616.5
250000001566; 1945667.19; 1945667.19
210000000327; 456190; 530158.29
130000000227; 3544.56; 3529.06
80000000685; 399399.64; 399399.63
250000003859; 33390; 33390
70000000127; 8710.86; 8704.86
20000000148; 1020; 1020
200000000159; 575175; 575072.87
150000000324; 6017.49; 6007.49
170000000320; Sem prestacao; Sem prestacao
250000003123; Sem prestacao; Sem prestacao
130000001243; 950; 950
50000000704; 2040; 2040
50000000707; 397673.31; 397673.48
100000000714; 234300; 234300
250000000729; 5616; 5616
170000000122; 80000; 80000
250000003323; 525; 525
100000000187; 1800; 1800
210000000851; 51418.5; 51418.5
30000000372; 4630.3; 4630.3
70000000680; 3000; 3000
70000001040; 8874.75; 8874.75
230000000131; 9716.2; 9710.8
230000000150; 13751.11; 13751.11
220000000496; 4211.11; 4184.29
30000000258; 2091; 2091
30000000242; 800; 800
210000000114; 58373.61; 58373.61
70000000048; 5000; 4990.42
250000000778; 2842.65; 2842.65
100000000375; 100; -
130000001724; 115972.75; 115972.75
60000000902; Sem lancamento; -
170000000560; Sem lancamento; -
110000000398; 15000; 15000
90000001065; 3089.8; 3089.8
190000000328; 17615; 17615
240000000578; 1012.15; 1011.65
230000000246; 10699.95; 10663.95
130000001650; 6224; 6224
90000000581; 5069.32; 10269.32
210000000312; Sem lancamento; -
210000000053; 2210; 2210
90000000952; 336665; 336521.74
130000001314; 1457680; 1656347.49
200000000040; Sem lancamento; -
30000000186; 63466; 63464.35
250000002231; 15042.35; 15027.95
190000001136; Sem prestacao; Sem prestacao
240000000288; 983539.87; 983312.39
250000000919; 3955; 3955
130000000818; 5810.01; 5810.01
130000000760; 9920.61; 9920.06
50000000787; 110424.5; 110059.5
40000000294; 400; 400
210000000522; 34497.04; 34497.04
250000003416; 1608; 1608
250000002809; 245; 245
250000002540; 3008.75; 3008.75
220000000104; 124488.06; 124488.06
250000002168; 1175818; 1175560.93
250000001310; 6640.5; 6640.5
190000002434; 700; 700
60000000543; 1448; 1448
190000002124; Sem lancamento; -
190000000099; 4319.67; 4319.67
150000000628; 5195; 5195
250000003352; 828; 828
60000000858; Sem lancamento; -
60000000317; 7680; 7656.8
80000000456; 11980.05; 11980.05
260000000241; 28575.8; 28575.8
100000001003; Sem lancamento; -
250000001200; 71211; 71211
240000000167; 65105; 64625.8
250000003013; 4150; 4150
70000001120; 2500; 2500
130000000825; 1912654.18; 1907772.04
250000001567; 160311.08; 160311.08
250000002625; 143539.39; 143539.39
40000000497; 579470.8; 579470.8
220000000048; 3000; 3000
70000000881; 63320.27; 63320.27
240000000019; 6242; 6242
180000000353; 4262; 4262
190000001432; 20620.02; 20620.02
130000000101; 5237.15; 5237.15
230000000266; 6394.02; 6394.02
190000000261; 1387.5; 1387.5
240000000073; 114.5; 114.5
100000000066; Sem lancamento; -
210000000213; 10705; 10698.89
190000002414; 9390; 9390
230000000363; 20300; 18218.4
190000001886; Sem lancamento; 14000
250000002334; 1210; 1062
250000002281; 601.71; 601.71
210000000896; Sem prestacao; Sem prestacao
160000001421; 800; 675.85
170000000102; 1000; 1000
200000000308; 3000; 3067.4
20000000290; Sem lancamento; -
220000000147; 71078.2; 71076.73
210000000639; 2713220; 2582562.87
190000002047; 3052.5; 3052.5
40000000154; 3985; 3985
250000001843; 515.88; 515.88
80000000453; 9885; 9880
40000000528; 9200.06; 9199.88
50000000772; Sem lancamento; -
250000002500; 4163.2; 4163.2
70000000461; 1008888.52; 1008888.52
140000000560; Sem prestacao; Sem prestacao
80000000342; 1100; 1100
130000001082; 3806; 3118.51
260000000181; 200; 200
150000000426; 255293.31; 255265.84
100000000614; 301017.62; 300766.38
10000000415; Sem prestacao; Sem prestacao
130000000305; 780; 771.8
30000000121; 6853; 6837.65
50000000431; Sem lancamento; -
90000000095; 11152.9; 10952.9
170000000489; 4993.5; 4993.5
40000000340; 155760; 155637.35
250000000697; 112679; 112617
140000000654; 19802.43; 19286.03
120000000006; 1199.71; 1199.71
110000000148; Sem prestacao; Sem prestacao
140000000095; 904.04; 904.04
240000000442; 46320; 46320.15
250000000671; 1523176.58; 2110762.67
250000000315; 4459.9; 4459.9
240000000350; Sem prestacao; Sem prestacao
250000001362; 19818.43; 19818.43
50000001101; 250; 250
50000000512; Sem lancamento; -
50000000899; Sem lancamento; -
250000002385; 1677.8; 1677.8
50000000535; 236159.86; 236159.86
200000000138; 835840; 835689.52
220000000488; 5412; 5372.3
90000000319; 261395; 261346.9
250000003884; Sem lancamento; -
250000003300; Sem lancamento; -
100000000065; 5000; 5000
190000000744; Sem lancamento; -
130000000573; 4000; 4000
250000000183; 26578.66; 26578.66
10000000232; 800; 800
220000000068; 1600; 1600
210000000664; 34820; 34614.6
190000000556; 111967; 111726.31
190000001282; Sem prestacao; Sem prestacao
130000001541; 17602; 17602
70000000484; 1645; 1645
240000000159; 1446; 35236.19
130000001361; 333229; 333229
160000000788; 12605.67; 12605.67
190000002605; 202.5; 202.5
190000000024; 1064; 1064
220000000441; 24516; 24498.6
140000001150; Sem prestacao; Sem prestacao
190000000345; Sem prestacao; Sem prestacao
20000000334; 1500; 1500
250000003941; Sem lancamento; -
80000000475; Sem lancamento; -
190000001863; 9225; 9277.12
60000000270; 20024.28; 20024.28
100000000257; 6250; 6250.4
40000000194; 122966.26; 122857.78
60000000364; 26150; 26091.4
160000000930; 2450; 2448
140000000899; 200; 200
190000002037; 3322.5; 3322.5
130000000688; 56788.39; 56789.31
250000001694; 5048; 5003.92
130000000761; 9021.61; 9021.61
90000000415; 800; 800
240000000756; 205.13; 205.13
50000000517; 100; 100
190000001085; 5398.5; 5389.15
250000001850; 465.88; 465.88
100000000520; Sem lancamento; -
190000001005; Sem lancamento; -
10000000595; Sem lancamento; -
160000000777; 1105.28; 1105.28
190000002204; 10370.83; 10370.83
270000000049; 175000; 175000
130000000636; 4277.2; 4277.2
190000003298; 1224; 1224
250000002838; Sem lancamento; -
70000000068; 54703; 54703
120000000434; Sem prestacao; Sem prestacao
160000001055; 5734.5; 5734.5
210000000188; 903886.02; 903886.02
30000000031; 48370; 48248.4
40000000295; Sem prestacao; Sem prestacao
140000000246; Sem lancamento; 250
190000000298; 1087.5; 1087.5
190000000919; 121702.5; 121652.66
190000002454; 1410; 1410
20000000138; 2163.88; 2163.88
20000000358; 5076.81; 5076.81
80000000735; 8027.26; 8027.26
110000000059; 2000; 2894.75
30000000333; 4750; 4728.4
90000001254; 1000; 1000
250000000381; 10249.14; 9920.32
60000000496; Sem lancamento; -
140000000466; 600; 600
210000000598; 350; 350
190000000450; 2680; 2580
50000000749; 413944.63; 413944.63
170000000449; Sem lancamento; -
160000000681; Sem lancamento; -
60000000859; 2550; 2520.5
10000000260; Sem prestacao; Sem prestacao
250000003801; 17694.37; 17694.37
60000000333; 27148; 28518.26
250000002803; Sem prestacao; Sem prestacao
250000000639; 70385.96; 70146.26
190000002702; 99.17; 99.17
200000000087; 2519.23; 2499.23
190000000968; 737.5; 737.5
190000000155; 6255; 6255
130000000102; Sem lancamento; -
140000000762; Sem lancamento; -
10000000325; Sem lancamento; -
190000002052; 18102.5; 18102.5
90000000763; 18265; 18223.9
130000001157; Sem lancamento; -
120000000452; 5583.8; 5083.8
70000000177; 1448; 1448
90000000665; Sem prestacao; Sem prestacao
140000000357; 600; 600
50000000695; Sem lancamento; -
130000000478; 4205; 4205
70000000332; 3725.61; 3725.61
250000002878; Sem lancamento; -
160000000711; 71766.5; 71766.5
210000000824; Sem lancamento; -
130000001378; 4045.1; 4045.1
30000000129; 58510.8; 58510.8
100000000639; 5514.1; 5514.1
70000001039; 6899.75; 6899.75
250000003698; 25344.29; 25268.09
190000003162; Sem lancamento; -
130000000435; 14600.7; 14600.7
70000000527; 10352.3; 10313.8
250000001888; 948.75; 948.75
210000000264; 9560; 9480
250000002658; 2135121.2; 2135121.2
180000000468; Sem prestacao; Sem prestacao
160000001236; 2685.32; 2685.32
250000001648; 1870341.24; 1870341.24
10000000038; Sem lancamento; -
220000000601; Sem lancamento; -
160000001267; 5220; 5320
150000000652; 300; 300
250000002935; 593; 593
170000000227; Sem prestacao; Sem prestacao
150000000332; 1200; 1189.9
160000000639; Sem lancamento; -
190000001548; Sem prestacao; Sem prestacao
220000000320; 1510.5; 1508.85
130000001100; 2372; 2372
250000001951; 2974.61; 2974.61
130000001534; Sem lancamento; -
40000000061; 30396; 30396
60000000888; 1448; 1448
70000001043; 3500; 3500
40000000906; 8746.42; 8745.82
250000002535; 5058.75; 5058.75
130000000129; 4680; 4680
190000000916; 400; 400
140000000677; 750; 750
250000002016; 9916.89; 9916.89
60000000471; Sem prestacao; Sem prestacao
250000001151; 22310.58; 22256.31
250000001259; 232500.2; 232419.35
190000002949; 2149; 2149
60000000256; 42350; 42112.2
90000000085; 45777.9; 45777.9
210000000402; 115051; 115038.29
210000000770; 1789.9; 1789.9
210000000203; 749200; 749154.07
90000000359; 950; 950
60000000061; 500; 500
40000000345; 2023824.23; 2408957.81
70000000697; Sem prestacao; Sem prestacao
190000001083; 3975; 3975
190000000949; 400; 400
90000000771; 5021; 5021
190000000941; 1352.5; 1352.5
160000000923; 86916.08; 86916.08
190000002449; 1427616.4; 1427589.2
190000000417; Sem lancamento; -
190000001189; Sem prestacao; Sem prestacao
170000000103; 64378.44; 64378.44
50000000350; 50193.81; 50193.31
40000000252; 1387.5; 1387.5
130000000022; 60876.93; 60829.27
240000000623; Sem prestacao; Sem prestacao
250000002779; 312.5; 312.5
160000000523; 2383.43; 2383.43
190000000347; Sem prestacao; Sem prestacao
130000000895; 24663.89; 24663.89
70000000876; 6871.1; 6871.1
160000001246; Sem prestacao; Sem prestacao
250000000317; 833; 833
130000000907; 1997252.86; 1995695.77
190000001685; 3647; 3647
230000000400; 14586.2; 14586.2
190000000487; Sem lancamento; -
