Sequencial; Receitas
20000000476; Sem lancamento
20000000477; 1500
20000000482; 2224
20000000484; 1360
20000000394; 900
20000000397; 103542.73
20000000322; 86570
20000000444; 15658.4
20000000447; Sem prestacao
20000000448; 6765
20000000449; 2140
20000000450; 4640
20000000451; Sem prestacao
20000000453; Sem prestacao
20000000077; Sem lancamento
20000000041; Sem prestacao
20000000114; 546.52
20000000454; 900
20000000455; 900
20000000196; 2400
20000000441; 900
20000000442; 5460
20000000443; 900
20000000445; 5765
20000000446; 3190
20000000452; 4005
20000000208; 6663.8
20000000237; Sem prestacao
20000000242; 4422
20000000132; 2113.04
20000000194; 774250.92
20000000060; 39808.12
20000000169; 34611
20000000001; 6240
20000000176; 69080.98
20000000012; 253149.99
20000000461; 9085.08
20000000462; Sem lancamento
20000000463; Sem prestacao
20000000464; Sem lancamento
20000000470; Sem prestacao
20000000471; 900
20000000472; 900
20000000473; 900
20000000478; Sem prestacao
20000000479; 1850
20000000480; 1850
20000000481; 1850
20000000483; 1360
20000000485; 1360
20000000384; 28150.08
20000000385; 53022.08
20000000386; 2000
20000000387; 5000.08
20000000388; 549744.35
20000000389; 1200000
20000000390; 207658.14
20000000391; 15445.34
20000000392; Sem prestacao
20000000393; 900
20000000395; 245925.08
20000000396; 22839.82
20000000398; 3000
20000000401; Sem prestacao
20000000402; 11400
40000000002; 460
40000000003; 580
40000000004; 360
40000000006; Sem prestacao
40000000007; 3505
40000000008; Sem prestacao
40000000009; Sem prestacao
40000000010; 460
40000000021; 479393.25
40000000022; 130600
40000000024; 8648
40000000025; 49687.5
40000000026; 9756.65
40000000027; 18201
40000000028; 5439
40000000029; 5157.5
40000000108; 5100
40000000109; 5694.33
40000000110; 120581.5
40000000111; 31448.4
40000000112; Sem lancamento
40000000113; 30180.95
40000000114; 122784.33
40000000115; 1450
40000000116; 365007.68
40000000117; 263635.66
40000000118; 387024.19
40000000119; Sem lancamento
40000000120; 4270
40000000121; 176818
40000000122; 37293
40000000123; 5218
40000000125; 7150
40000000126; 118201.73
40000000219; 14982
40000000220; 92867.55
40000000188; 18224
40000000258; Sem lancamento
40000000259; 1387.5
40000000260; 8081.5
40000000261; 1387.5
40000000262; Sem lancamento
40000000263; 1387.5
40000000264; 2387.5
40000000265; Sem lancamento
40000000266; 400
40000000267; 1387.5
40000000269; 787.5
40000000270; 400
40000000271; Sem lancamento
40000000272; Sem lancamento
40000000127; 1600
40000000128; 99677.2
40000000129; 420145.26
40000000130; Sem prestacao
40000000131; 185550.14
40000000132; 6761
40000000133; Sem prestacao
40000000134; Sem prestacao
40000000135; Sem lancamento
40000000136; Sem lancamento
40000000137; Sem lancamento
40000000138; 9672.1
40000000139; 162458
40000000140; 2081
40000000141; 2532
40000000142; 2900
40000000143; 3032
40000000144; 3100
40000000145; 3361
40000000146; 1682
40000000222; 6751
40000000223; 253549.35
40000000225; 2521
40000000226; 3966
40000000228; 10345
40000000229; 3871
40000000230; 3130.1
40000000231; 3821
40000000232; 19885.6
40000000233; 4808.1
40000000234; Sem lancamento
40000000236; 1187.5
40000000237; 1387.5
40000000238; 85692.14
40000000239; 1387.5
40000000240; 66987.5
40000000241; 1387.5
40000000242; 1000
40000000243; 143170
40000000244; Sem lancamento
40000000246; 1575
40000000247; 5099.36
40000000248; Sem prestacao
40000000249; 5713.31
40000000250; 1387.5
40000000251; Sem prestacao
40000000252; 1387.5
40000000253; 400
40000000254; 400
40000000255; 1200
40000000256; 1000
40000000257; 65693
40000000185; 1000
40000000186; 4000
40000000187; Sem prestacao
40000000031; 29754
40000000032; 53100.1
40000000033; Sem prestacao
40000000034; 8090
40000000035; 129310.28
40000000036; 18726
40000000037; 22255
40000000038; Sem prestacao
40000000039; 12464
40000000041; 4804.4
40000000042; 7290
40000000043; 5348
40000000044; 5624
40000000045; 108534.63
40000000046; 151600
40000000047; 14856
40000000048; 53000
40000000049; 4800
40000000050; 81916.88
40000000051; 5700
40000000052; 1720
40000000053; 20755
40000000054; 1720
40000000055; 3624
40000000056; 83230
40000000058; Sem lancamento
40000000059; 127400
40000000060; 119850.95
40000000061; 30396
40000000063; 1720
40000000064; 1720
40000000065; 1720
40000000066; 663364.5
40000000067; 81637
40000000068; 18954
40000000069; 1720
40000000071; 32634
40000000072; 28052152.66
40000000073; Sem prestacao
40000000074; 1564875.93
40000000075; Sem prestacao
40000000076; Sem prestacao
40000000077; 1122939.57
40000000078; 706967.57
40000000079; 124794.88
40000000080; 2900
40000000082; 1345909.33
40000000083; 232464.65
40000000084; Sem lancamento
40000000085; 1100
40000000086; 1553898.47
40000000087; 1783431.13
40000000088; 1721
40000000089; 487486.83
40000000090; 2430
40000000091; 11963.85
40000000092; 2467.52
40000000093; 15842.52
40000000094; 8192.81
40000000095; 38671
40000000096; 33592
40000000097; 5221
40000000098; 4110
40000000099; Sem lancamento
40000000100; 77498
40000000101; 200086.71
40000000102; 101084.33
40000000103; 31430
40000000104; 362477.67
40000000105; Sem prestacao
40000000106; 145888
40000000107; 53045.33
40000000001; 520
40000000274; 7650
40000000275; 6231.25
40000000276; Sem prestacao
40000000277; 450
40000000278; 7135
40000000279; 18237.5
40000000280; 1166.65
40000000281; 1187.5
40000000282; 92050
40000000283; 1395.21
40000000284; 1597.5
40000000285; 1187.5
40000000286; 450
40000000287; 1387.5
40000000288; 400
40000000289; 400
40000000290; 400
40000000291; 1637.5
40000000292; 1587.5
40000000293; 1200
40000000294; 400
40000000295; Sem prestacao
40000000147; Sem lancamento
40000000148; 20316.81
40000000149; 74221
40000000150; Sem lancamento
40000000151; 22312.2
40000000152; 5085
40000000153; 5531.81
40000000154; 3985
40000000155; 2961
40000000156; 2460
40000000157; 2200
40000000158; 1900
40000000159; 2374
40000000160; 3985
40000000161; 3211
40000000162; Sem prestacao
40000000163; 290850
40000000164; 442410.62
40000000165; 272806.81
40000000166; 178505.83
40000000167; 830
40000000168; 338408.37
40000000189; 6361
40000000190; Sem lancamento
40000000191; Sem prestacao
40000000192; 14200
40000000193; 1250
40000000194; 122966.26
40000000195; 13135
40000000196; 117413.59
40000000197; Sem prestacao
40000000198; 39510
40000000199; 3510
40000000200; 2310
40000000201; 8331
40000000202; 1600
40000000204; 216160
40000000205; 10011.1
40000000206; 7093
40000000207; 4001
40000000208; 19107.41
40000000209; Sem prestacao
40000000210; 6300.1
40000000211; Sem prestacao
40000000212; Sem prestacao
40000000213; 106635.66
40000000214; 4853
40000000215; 7019
40000000217; 30447
40000000218; Sem lancamento
40000000350; 2237.5
40000000351; 52530
40000000352; 88866.3
40000000353; 5637809.06
40000000354; Sem lancamento
40000000355; Sem lancamento
40000000356; 707561.5
40000000358; Sem prestacao
40000000359; 28523.5
40000000360; 1063684.5
40000000361; Sem lancamento
40000000273; 6237.5
40000000430; 13818.71
40000000431; Sem prestacao
40000000432; 3722.37
40000000433; 99318.69
40000000434; Sem prestacao
40000000435; 14030
40000000436; 812435.75
40000000437; 32543.2
40000000438; 16968.25
40000000439; 18413.25
40000000440; 12904.65
40000000441; 11822.25
40000000442; 9610.65
40000000443; 16894.25
40000000444; 19098.25
40000000445; 43599.45
40000000447; 11662.45
40000000448; 37031.95
40000000449; 22171.65
40000000451; 191416.86
40000000452; 550
40000000453; 169005
40000000454; 5988
40000000455; 6482.65
40000000456; 10440.45
40000000457; 6682.65
40000000458; 24090.15
40000000459; 76724.4
40000000460; 1166.65
40000000461; 3400
40000000462; 750
40000000464; Sem prestacao
40000000465; 4557.01
40000000466; 66809.89
40000000467; Sem prestacao
40000000468; 1100
40000000469; 1500
40000000338; 8800
40000000339; 49340
40000000340; 155760
40000000341; 165726.88
40000000342; 29875.65
40000000343; 1166.65
40000000344; 7900
40000000345; 2023824.23
40000000346; 1850
40000000347; 144334.5
40000000348; 22120
40000000424; 7509.2
40000000425; 24063.22
40000000426; 10955.48
40000000427; 99273.66
40000000506; 1200
40000000507; 12540
40000000508; 161561.1
40000000509; 2820
40000000510; 28239.6
40000000511; 3200
40000000512; 120470
40000000513; 1710
40000000514; Sem prestacao
40000000515; 1448
40000000516; 15000
40000000517; 4610
40000000518; Sem lancamento
40000000519; 130216.5
40000000520; 400
40000000522; 18310
40000000523; 400
40000000524; 400
40000000525; 1152.68
40000000526; 230095.2
40000000527; 9929.26
40000000528; 9200.06
40000000529; 10103.77
40000000530; 3908.5
40000000531; 17469.27
40000000532; 270537.8
40000000533; 450
40000000535; Sem prestacao
40000000536; 269735.6
40000000537; 256442.68
40000000538; 16596.97
40000000539; 16250
40000000540; 82424.93
40000000541; 3090.01
40000000542; 129204.16
40000000545; 1787.77
40000000546; Sem prestacao
40000000547; 5000
40000000548; 9004.27
40000000549; 14675
40000000550; 40650
40000000552; 5522.5
40000000553; 20089.27
40000000554; 4064.27
40000000555; 203734.99
40000000556; 221276.45
40000000557; 13849.13
40000000558; 9466.45
40000000428; 1800
40000000429; 1100
40000000659; 12400
40000000660; 9990
40000000661; 10650
40000000662; 269575.54
40000000663; 14000
40000000664; Sem prestacao
40000000665; 7400
40000000666; 5400
40000000667; Sem prestacao
40000000668; 419223.55
40000000669; 539698.4
40000000670; 300
40000000671; 202817.04
40000000672; Sem lancamento
40000000673; 5000
40000000674; 5787.5
40000000675; 1207.8
40000000676; Sem lancamento
40000000677; 22095
40000000678; 231436.87
40000000679; 400
40000000680; 450
40000000681; 1237.5
40000000682; 171544
40000000683; 1187.5
40000000684; Sem prestacao
40000000685; 1000
40000000686; 82400
40000000687; 6000
40000000688; Sem lancamento
40000000689; Sem lancamento
40000000690; 400
40000000597; 275217.28
40000000598; 396243.85
40000000600; 772613
40000000601; 23377.8
40000000602; 40533.41
40000000603; 13241.38
40000000604; 11124.08
40000000605; 8979.55
40000000606; 750
40000000607; 9894.38
40000000608; 14067.9
40000000609; 3447.4
40000000610; 27097.2
40000000611; 4763.5
40000000612; 40270
40000000614; Sem prestacao
40000000615; Sem prestacao
40000000559; 33693.45
40000000560; 16296.96
40000000562; 13516.45
40000000563; Sem prestacao
40000000564; 25530.73
40000000565; 88485.45
40000000566; 722119.07
40000000567; 41179.09
40000000569; Sem prestacao
40000000570; 45856.45
40000000571; Sem prestacao
40000000573; Sem prestacao
40000000574; 15425.49
40000000575; 36457.69
40000000576; 15290.25
40000000577; 24580.73
40000000579; 18073.75
40000000580; 12049.13
40000000581; 14531.73
40000000582; 49813.45
40000000471; 62186.2
40000000472; 83154.23
40000000474; 10734.21
40000000475; 15630
40000000476; Sem prestacao
40000000478; 3439.2
40000000479; 600
40000000480; 1800
40000000481; 1300
40000000482; 37352.33
40000000483; 4652.77
40000000484; 700
40000000485; Sem lancamento
40000000486; 52400
40000000487; 29126738.91
40000000488; Sem prestacao
40000000489; 4412079.43
40000000490; Sem prestacao
40000000492; 202950
40000000493; 1700
40000000495; 1700
40000000496; 1200
40000000497; 579470.8
40000000498; 541357
40000000499; 21868
40000000500; 74516.2
40000000501; 189866.63
40000000502; 400
40000000503; 189000
40000000504; 965318.3
40000000654; Sem lancamento
40000000655; 5
40000000656; 560
40000000657; Sem prestacao
40000000658; 138797.48
40000000755; Sem prestacao
40000000756; Sem prestacao
40000000757; 22157.55
40000000758; Sem prestacao
40000000759; Sem prestacao
40000000760; 1860
40000000761; 1220
40000000762; 8460
40000000763; Sem prestacao
40000000764; Sem prestacao
40000000765; 650
40000000766; 3509860
40000000767; 40599.16
40000000710; Sem prestacao
40000000711; 105878.72
40000000712; Sem lancamento
40000000713; 3111.9
40000000714; Sem lancamento
40000000715; Sem lancamento
40000000717; 705.3
40000000719; 7830
40000000720; 5823.75
40000000721; Sem prestacao
40000000722; 1761.77
40000000723; 1520
40000000724; 300
40000000725; 1543.98
40000000726; 1000
40000000727; 2657.35
40000000728; 4512.27
40000000729; 9115.13
40000000730; 3194.02
40000000731; 478.32
40000000732; 1862.52
40000000733; Sem prestacao
40000000735; 227.67
40000000583; Sem prestacao
40000000585; 6961
40000000586; Sem prestacao
40000000587; 17061.51
40000000588; 6716.45
40000000589; 14366.45
40000000591; Sem prestacao
40000000592; 15540.73
40000000593; Sem prestacao
40000000594; 945.45
40000000595; Sem prestacao
40000000616; 750
40000000617; 750
40000000618; 5796.65
40000000619; 4274.9
40000000620; 750
40000000622; 750
40000000623; 1537.4
40000000624; 750
40000000625; 14063.9
40000000626; 14074.32
40000000627; 11993.98
40000000628; 8193.85
40000000630; 199058.1
40000000631; 50285.9
40000000632; 45356.4
40000000633; 750
40000000634; 35779.8
40000000635; 2807.4
40000000636; 7122.9
40000000637; 16014.9
40000000638; Sem prestacao
40000000639; 10143.5
40000000640; 750
40000000641; 14734.7
40000000642; 10554.48
40000000644; 750
40000000645; 20394.28
40000000646; 146561.84
40000000647; Sem lancamento
40000000648; 655
40000000649; 655
40000000650; Sem lancamento
40000000651; 5
40000000652; 205
40000000653; 1005
40000000691; 400
40000000692; 787.5
40000000693; 837.5
40000000694; 450
40000000695; Sem prestacao
40000000696; 1437.5
40000000697; Sem lancamento
40000000698; 1775
40000000699; 837.5
40000000700; 1187.5
40000000701; 400
40000000702; Sem lancamento
40000000703; 2450
40000000704; 2900
40000000705; 837.5
40000000706; Sem prestacao
40000000707; 450
40000000708; 13490.7
40000000709; Sem lancamento
40000000807; Sem prestacao
40000000808; Sem lancamento
40000000809; Sem lancamento
40000000744; 1050
40000000749; 21875.5
40000000750; 1237.5
40000000751; Sem lancamento
40000000752; 1187.5
40000000753; 837.5
40000000754; Sem prestacao
40000000884; Sem prestacao
40000000885; Sem prestacao
40000000886; Sem lancamento
40000000887; Sem lancamento
40000000221; 55525.2
40000000224; 11950.72
40000000901; 52622.93
40000000902; 4760.65
40000000599; Sem prestacao
40000000903; Sem prestacao
40000000904; Sem prestacao
40000000905; 945.45
40000000906; 8746.42
40000000227; 10565
40000000621; 750
40000000643; 750
40000000629; 750
40000000203; 1650
40000000613; 750
40000000921; 12600
40000000922; 3067.52
40000000568; 39595.79
40000000923; 8156.7
40000000216; 3281
40000000473; Sem prestacao
40000000924; 1720
40000000925; Sem prestacao
40000000470; 924
40000000926; 176.75
40000000941; 1450
40000000942; 13510
40000000943; Sem lancamento
40000000944; Sem lancamento
40000000235; 206240
40000000945; Sem prestacao
40000000736; 1841.87
40000000737; 829.85
40000000738; Sem lancamento
40000000739; Sem prestacao
40000000740; 35443.9
40000000741; Sem lancamento
40000000742; 5314.22
40000000743; Sem lancamento
40000000745; Sem lancamento
40000000746; 1187.5
40000000747; Sem prestacao
40000000748; Sem prestacao
40000000768; 2658
40000000769; Sem prestacao
40000000770; 6995
40000000771; Sem prestacao
40000000772; 12298
40000000773; Sem prestacao
40000000774; 68510
40000000776; 4102.1
40000000777; 4770
40000000778; 650
40000000779; Sem prestacao
40000000780; Sem prestacao
40000000781; 1100
40000000782; Sem prestacao
40000000783; Sem prestacao
40000000784; Sem prestacao
40000000785; 4402
40000000786; 2580
40000000787; 30026.51
40000000788; 1010
40000000789; Sem prestacao
40000000790; Sem prestacao
40000000791; Sem prestacao
40000000792; 2260
40000000793; 73944.66
40000000794; Sem prestacao
40000000795; Sem prestacao
40000000796; Sem lancamento
40000000797; 18200
40000000798; Sem lancamento
40000000799; Sem lancamento
40000000801; 2548
40000000802; 3920
40000000803; Sem prestacao
40000000804; 21021
40000000805; 2300
40000000806; 14361
40000000596; 249253.41
40000000057; 44020
40000000800; 2918.4
40000000491; Sem prestacao
40000000268; 400
40000000505; 152400
40000000543; 598752.16
40000000494; Sem lancamento
40000000349; 2865772.16
40000000070; 48272
40000000946; Sem prestacao
40000000881; Sem prestacao
40000000463; 1120
40000000477; Sem prestacao
40000000446; 15120.25
40000000716; Sem lancamento
40000000357; 1079250
40000000450; 1800
40000000734; 8043.45
40000000030; Sem prestacao
40000000870; 965.53
40000000521; 547075.8
40000000862; 5757.66
40000000863; 4316.06
40000000864; Sem prestacao
40000000865; Sem prestacao
40000000866; 14524.75
40000000867; Sem prestacao
40000000868; 1723.53
40000000869; 1533.53
40000000871; 55792
40000000872; 2790.53
40000000873; Sem prestacao
40000000874; 4197.97
40000000875; 965.53
40000000876; 3200
40000000877; Sem lancamento
40000000878; Sem lancamento
40000000879; Sem lancamento
40000000880; 339487.8
40000000882; Sem prestacao
40000000883; Sem prestacao
40000000572; 17310.73
40000000590; 13730.73
40000000561; 63466.45
40000000578; 12908.11
40000000023; 69787
40000000551; 56487.81
40000000718; 3083.6
40000000005; 3725
40000000961; 100
40000000962; 10806.78
40000000963; 12397.5
40000000964; Sem prestacao
40000000981; Sem lancamento
40000000982; Sem prestacao
40000000775; Sem prestacao
40000001002; 4800
40000001003; 5439
40000000983; 1650
40000000984; Sem lancamento
40000000985; Sem prestacao
40000001001; 2432
40000001141; 4028.1
40000001142; 11115
40000001004; 8154.65
40000000124; 40666.27
40000000040; 25164
40000001023; Sem prestacao
40000001024; Sem prestacao
40000001041; 13497.2
40000001042; 650
40000001043; 400
40000001044; Sem prestacao
40000001045; 400
40000000544; Sem prestacao
40000001061; 655
40000001062; Sem lancamento
40000001121; 40000
40000001122; Sem prestacao
40000001123; Sem prestacao
40000000245; Sem prestacao
40000000081; 1153406.07
40000001161; Sem prestacao
40000000534; 400
40000000584; Sem prestacao
40000000062; 12727.5
30000000038; 300
30000000039; Sem prestacao
30000000040; 300
30000000041; Sem prestacao
30000000042; 300
30000000043; Sem prestacao
30000000044; Sem prestacao
30000000045; Sem lancamento
30000000046; 384000
30000000047; 3139.9
30000000048; 3000
30000000049; 4150
30000000050; 3100
30000000051; 77550
30000000052; 3100
30000000053; 8100
30000000054; 19089.4
30000000055; Sem prestacao
30000000056; 13360
30000000057; 463960
30000000058; Sem prestacao
30000000059; Sem prestacao
30000000060; Sem prestacao
30000000061; 5460
30000000062; 5480
30000000063; Sem lancamento
30000000064; 3200
30000000065; 11738.3
30000000066; 79850
30000000067; 5275
30000000068; 1850
30000000069; 18250
30000000070; 9133.76
30000000071; 6060
30000000072; 10710
30000000073; 4740
30000000019; 95537.4
30000000020; Sem prestacao
30000000021; Sem prestacao
30000000016; 19865
30000000017; Sem prestacao
30000000018; Sem prestacao
30000000022; 30000
30000000023; 111700
30000000024; 10500
30000000026; Sem prestacao
30000000027; 2036618.76
30000000028; Sem prestacao
30000000029; 177156
30000000030; 48821
30000000031; 48370
30000000032; 217440
30000000033; 8430
30000000034; Sem prestacao
30000000035; Sem lancamento
30000000036; 300
30000000037; Sem lancamento
30000000135; 6900
30000000136; Sem prestacao
30000000137; 1000
30000000138; Sem prestacao
30000000139; Sem prestacao
30000000142; 34050
30000000143; 6154.4
30000000144; 891
30000000145; 369500
30000000146; 23666
30000000147; 8101
30000000148; 235842.5
30000000149; 891
30000000150; 2040
30000000128; 130983
30000000129; 58510.8
30000000130; 6889.5
30000000131; 5825
30000000132; 25360.5
30000000133; 67551.34
30000000134; 25233.5
30000000156; 12800
30000000157; 128720
30000000158; 176348.44
30000000159; 30600
30000000160; 9991
30000000161; 600
30000000162; Sem prestacao
30000000163; 413800
30000000164; Sem prestacao
30000000165; 600
30000000202; 2500
30000000203; 13683.5
30000000204; 177500
30000000205; 85640
30000000206; Sem lancamento
30000000207; Sem prestacao
30000000208; 2916
30000000209; 1916
30000000210; 1916
30000000211; 1800
30000000212; 2256.52
30000000213; 3149.45
30000000214; Sem prestacao
30000000215; Sem prestacao
30000000216; 72095.7
30000000217; 18157
30000000218; 76100
30000000219; 4450
30000000220; Sem prestacao
30000000151; 716
30000000152; 2776
30000000153; 11839.9
30000000154; 128506
30000000155; 426484
30000000095; 49113.5
30000000096; 9763.5
30000000097; 14964.5
30000000098; 11523.5
30000000099; Sem prestacao
30000000100; 93204
30000000101; 9613.5
30000000102; 263575.5
30000000103; 10138.5
30000000104; 10763.5
30000000105; 104554
30000000106; 9113.5
30000000107; 9938.5
30000000108; 9588.5
30000000109; 162000
30000000110; 4300
30000000111; 7218
30000000112; 21803
30000000113; 2495887
30000000114; Sem prestacao
30000000115; Sem prestacao
30000000116; 229603
30000000118; 394789.5
30000000119; 1241706.88
30000000120; 6889.5
30000000121; 6853
30000000122; 72423
30000000123; Sem prestacao
30000000124; 70312.47
30000000125; Sem prestacao
30000000126; 79837.9
30000000127; 6889.5
30000000074; 62600
30000000075; 4690
30000000076; 3690
30000000077; Sem prestacao
30000000078; Sem lancamento
30000000079; Sem prestacao
30000000080; 1760
30000000081; Sem lancamento
30000000082; Sem lancamento
30000000083; Sem lancamento
30000000084; Sem prestacao
30000000085; 13018.5
30000000086; 9788.5
30000000087; 82054
30000000088; 2933741.4
30000000089; 8564
30000000090; 11963.5
30000000091; 11068.5
30000000092; 12073.5
30000000093; 7283.5
30000000094; 9548.5
30000000001; 5340.1
30000000002; Sem prestacao
30000000003; 4344.34
30000000004; 4344.34
30000000005; 1645.34
30000000006; 6844.34
30000000007; Sem prestacao
30000000008; 1645.34
30000000009; Sem prestacao
30000000010; 31400
30000000011; Sem prestacao
30000000012; Sem prestacao
30000000013; 9380
30000000014; Sem prestacao
30000000015; Sem prestacao
30000000174; 1356
30000000175; 3626.7
30000000176; 3336
30000000177; 2206
30000000178; 3075.99
30000000179; 3166
30000000180; 1236
30000000181; 400
30000000182; 700
30000000183; 300
30000000184; Sem lancamento
30000000140; 451900
30000000141; Sem prestacao
30000000185; 1100
30000000186; 63466
30000000187; 1916
30000000188; 600
30000000189; 2500
30000000190; 3790
30000000191; 12900
30000000192; Sem prestacao
30000000193; 10336.64
30000000194; 8280
30000000195; 8280
30000000196; Sem prestacao
30000000197; 1426
30000000198; 12140.5
30000000199; 35460.02
30000000200; Sem lancamento
30000000201; 26160
30000000344; 600
30000000345; 11444
30000000346; 2200
30000000347; 720
30000000348; 2115
30000000350; 7520
30000000257; 15731
30000000258; 2091
30000000259; 4494
30000000260; 2094
30000000261; 4241
30000000262; 13066
30000000263; 3109.4
30000000264; 3622
30000000265; 1800
30000000266; 1800
30000000267; 50600
30000000268; 18165.99
30000000269; 2091
30000000270; 51284
30000000249; 500
30000000250; 11700
30000000251; Sem lancamento
30000000271; 2091
30000000272; 2091
30000000273; 3291
30000000274; 2594
30000000275; 24531
30000000276; 2177
30000000277; 4741
30000000278; Sem prestacao
30000000279; 4344
30000000280; 2144
30000000281; 10591
30000000282; 2109.4
30000000283; Sem prestacao
30000000284; Sem prestacao
30000000285; 1800
30000000286; 600
30000000287; 1800
30000000288; Sem prestacao
30000000351; 738.4
30000000352; 1345
30000000353; 89464
30000000354; 5585
30000000355; 2085
30000000356; 34015
30000000357; Sem lancamento
30000000358; Sem lancamento
30000000359; Sem prestacao
30000000360; 720
30000000361; Sem lancamento
30000000362; 308900
30000000363; Sem prestacao
30000000364; 150000
30000000365; Sem prestacao
30000000366; Sem prestacao
30000000367; 3367.4
30000000368; Sem prestacao
30000000369; 1300
30000000370; Sem lancamento
30000000371; 28168.4
30000000372; 4630.3
30000000373; 1300
30000000374; 1300
30000000375; 3500
30000000376; 6050
30000000377; 1300
30000000378; Sem prestacao
30000000380; 23346.5
30000000381; 1300
30000000382; 1820
30000000252; 7832
30000000253; Sem prestacao
30000000254; 600
30000000255; 149500
30000000256; 2091
30000000221; 1415
30000000222; 2505
30000000223; 850
30000000224; 15775
30000000225; 40200
30000000226; 5705
30000000227; 325
30000000228; Sem prestacao
30000000229; 1815
30000000230; Sem prestacao
30000000231; 600
30000000232; 1345
30000000233; 720
30000000234; 64605
30000000235; 39390.85
30000000236; 1345
30000000237; 39600
30000000238; 720
30000000239; 945
30000000240; Sem prestacao
30000000241; Sem lancamento
30000000242; Sem lancamento
30000000243; Sem lancamento
30000000244; Sem lancamento
30000000245; Sem lancamento
30000000246; Sem lancamento
30000000247; Sem lancamento
30000000248; Sem lancamento
30000000166; 1640
30000000167; 1120
30000000168; 1236
30000000169; 1250
30000000170; Sem prestacao
30000000171; 1236
30000000172; 1756
30000000173; 3236
30000000324; 25710
30000000325; 5600
30000000326; 48122
30000000327; Sem lancamento
30000000328; Sem prestacao
30000000329; Sem lancamento
30000000330; 600
30000000331; Sem lancamento
30000000332; Sem prestacao
30000000333; 4750
30000000334; Sem prestacao
30000000335; 600
30000000336; Sem prestacao
30000000337; Sem lancamento
30000000338; 2060000
30000000339; Sem lancamento
30000000340; 201800
30000000341; Sem prestacao
30000000342; 6199
30000000343; 34700
30000000383; 1000
30000000384; 34900
30000000385; 9300
30000000386; 1300
30000000387; Sem lancamento
30000000388; 18400
30000000389; 1300
30000000390; 1300
30000000391; 24750
30000000392; Sem prestacao
30000000393; Sem lancamento
30000000394; Sem prestacao
30000000395; 5000
30000000396; Sem lancamento
30000000397; 77000
30000000398; 36874.5
30000000557; 2032
30000000409; 116094
30000000410; Sem prestacao
30000000411; 8465
30000000412; 5444
30000000413; 900
30000000414; 50900
30000000415; Sem lancamento
30000000416; Sem lancamento
30000000417; 900
30000000418; Sem prestacao
30000000419; 900
30000000420; Sem prestacao
30000000421; Sem lancamento
30000000422; Sem prestacao
30000000423; Sem prestacao
30000000424; 550
30000000425; 900
30000000426; 900
30000000427; 900
30000000403; 2440
30000000404; Sem lancamento
30000000405; 50200
30000000406; Sem prestacao
30000000407; Sem lancamento
30000000408; Sem lancamento
30000000428; Sem prestacao
30000000429; 900
30000000430; 58400
30000000431; 8720
30000000432; 900
30000000433; 900
30000000434; Sem prestacao
30000000435; 900
30000000399; 48520.02
30000000400; Sem prestacao
30000000401; 87700
30000000402; Sem lancamento
30000000499; 20312.2
30000000500; Sem prestacao
30000000501; 2927.4
30000000502; 7500
30000000503; 18216
30000000504; 591.9
30000000505; Sem prestacao
30000000506; Sem prestacao
30000000349; 66697
30000000117; 15262.9
30000000522; 25748.9
30000000525; 13200
30000000526; 15000
30000000379; Sem prestacao
30000000541; 900
30000000542; Sem prestacao
30000000543; 1300
30000000544; 1300
30000000545; 1300
30000000546; 1300
30000000547; Sem lancamento
30000000548; Sem lancamento
30000000549; 1300
30000000550; 6448.5
30000000551; 9693.5
30000000552; Sem prestacao
30000000553; 600
30000000554; Sem prestacao
30000000555; 1800
30000000556; 1624
30000000289; 35146
30000000290; 600
30000000291; 600
30000000292; 600
30000000293; Sem prestacao
30000000294; Sem lancamento
30000000295; Sem lancamento
30000000296; Sem prestacao
30000000297; Sem lancamento
30000000298; 600
30000000299; 300
30000000300; Sem prestacao
30000000301; Sem prestacao
30000000302; 600
30000000303; Sem prestacao
30000000304; Sem lancamento
30000000305; 73250
30000000306; 2290
30000000307; 600
30000000308; 400
30000000309; Sem lancamento
30000000310; 6600
30000000311; 3346
30000000312; 9820.1
30000000313; 2820
30000000314; 64828
30000000315; 25350
30000000316; 300
30000000317; Sem lancamento
30000000318; 7150
30000000319; 42652
30000000320; 4100
30000000321; 22910.44
30000000322; 118000
30000000323; 28563.5
30000000025; Sem prestacao
30000000436; 900
30000000437; 900
30000000438; Sem prestacao
30000000439; 900
30000000440; Sem prestacao
30000000441; 900
30000000442; 900
30000000443; 700
30000000444; 70165.87
30000000445; 39500
30000000446; 700
30000000447; Sem lancamento
30000000448; 4000
30000000449; Sem lancamento
30000000450; 2700
30000000451; Sem prestacao
30000000452; 2199.9
30000000453; 147100
30000000454; Sem prestacao
30000000455; 97000
30000000456; 3700
30000000457; 21550
30000000458; 13300
30000000459; 47800
30000000460; 734410.9
30000000461; Sem prestacao
30000000462; 265500
30000000463; Sem prestacao
30000000464; 24915.27
30000000465; 650
30000000466; 235820.94
30000000467; 35063.8
30000000468; 221869
30000000469; 482000
30000000470; 83925
30000000471; 1300
30000000472; 1300
30000000473; 1300
30000000474; 1800
30000000475; 1300
30000000476; 1300
30000000477; 1300
30000000478; 2100
30000000479; 11300
30000000480; 1900
30000000481; 233967.76
30000000482; Sem prestacao
30000000483; Sem prestacao
30000000484; 40843
30000000485; Sem prestacao
30000000486; Sem prestacao
30000000487; 4000
