Sequencial; Receitas
120000000305; 28212.45
120000000306; 19500
120000000307; Sem prestacao
120000000308; 72502.59
120000000309; Sem lancamento
120000000310; 49231.68
120000000311; 587500.45
120000000312; 1504433.41
120000000313; 9500
120000000314; 79655.04
120000000315; 285351.38
120000000316; 1304709.15
120000000317; Sem lancamento
120000000319; 1634763.12
120000000320; 610401.97
120000000321; 123960.78
120000000322; 778510.23
120000000323; 127502.91
120000000325; 623130.51
120000000326; 492031.99
120000000327; 681866.29
120000000328; 85948.26
120000000329; 133810.47
120000000330; 180055.14
120000000331; 10672.5
120000000332; 160888.6
120000000333; 75244.26
120000000334; 41593.97
120000000335; Sem lancamento
120000000336; 41535.47
120000000337; 1199274.23
120000000338; 55950
120000000339; 41410.47
120000000340; 25910.47
120000000412; 5016
120000000413; Sem prestacao
120000000414; 91219.36
120000000415; 50200
120000000416; 23484.5
120000000417; 42998.97
120000000418; 22984.5
120000000420; 66645
120000000421; 33484.5
120000000422; 21484.5
120000000423; 7584.5
120000000424; 23800
120000000425; 38484.5
120000000426; 19484.5
120000000427; 61318.3
120000000428; 5000
120000000429; Sem prestacao
120000000430; 18784.5
120000000503; 276476.91
120000000504; 35833.17
120000000505; 74425.05
120000000506; 73879
120000000393; 48266
120000000394; 6705
120000000395; 6705
120000000396; 20764.4
120000000397; 29272
120000000398; 11080
120000000399; 475720
120000000400; 6930
120000000401; 20805
120000000402; Sem prestacao
120000000403; Sem prestacao
120000000404; 17000
120000000405; Sem prestacao
120000000406; 15700
120000000407; Sem lancamento
120000000408; 14900
120000000409; 19900
120000000410; 5500
120000000411; 3000
120000000628; 23675
120000000629; Sem lancamento
120000000630; 191450
120000000641; Sem prestacao
120000000643; 5583.8
120000000388; 10180
120000000661; 36000
120000000662; 2468.51
120000000343; Sem lancamento
120000000663; 44710
120000000664; 30605
120000000665; 21255
120000000666; 12400
120000000667; 8600
120000000668; 71000
120000000669; 8000
120000000672; 41850.47
120000000673; 112450
120000000040; 134525
120000000674; 5880
120000000675; 10300
120000000676; Sem prestacao
120000000560; 55812.82
120000000590; 5626.15
120000000507; 125608.24
120000000204; 37350
120000000594; Sem prestacao
120000000600; 19450
120000000602; 45778.6
120000000603; Sem lancamento
120000000604; Sem lancamento
120000000030; 15688
120000000646; 11451
120000000546; 11256.22
120000000547; 18928.82
120000000548; 10612.82
120000000467; 1000
120000000468; 5583.8
120000000469; 2680.03
120000000470; 2418.5
120000000471; Sem prestacao
120000000472; 1068.86
120000000473; 3043.86
120000000474; 3043.86
120000000475; 3103.86
120000000476; Sem prestacao
120000000477; 2050
120000000478; 17372.66
120000000479; Sem lancamento
120000000480; Sem lancamento
120000000481; Sem lancamento
120000000482; Sem prestacao
120000000483; 3233.9
120000000484; 2741.86
120000000485; 3582.21
120000000486; 3292
120000000487; 2468.51
120000000488; Sem prestacao
120000000489; 2610.51
120000000490; 3159.86
120000000491; 2050
120000000492; 2506.86
120000000493; 2610.51
120000000494; Sem lancamento
120000000495; Sem prestacao
120000000496; 16383.16
120000000497; 2995057.44
120000000498; 1583501.76
120000000499; 382438.21
120000000500; 1398470.44
120000000501; 15883.17
120000000502; 343091
120000000549; 10512.82
120000000550; 10612.82
120000000551; 20612.82
120000000552; 160130.89
120000000553; 16192.82
120000000554; 17812.82
120000000555; 28112.82
120000000556; 22812.82
120000000557; 15812.82
120000000558; 22692.82
120000000559; 92212.82
120000000561; 27612.82
120000000562; 6612.82
120000000563; 21766.82
120000000564; 15832.82
120000000565; 45352.82
120000000566; 19812.82
120000000567; 419327
120000000568; Sem prestacao
120000000569; 25220
120000000570; 11500
120000000571; Sem prestacao
120000000572; 18227.4
120000000573; Sem prestacao
120000000574; Sem prestacao
120000000575; 17570
120000000576; 17770
120000000577; 17570
120000000579; 26037.64
120000000580; 18612.82
120000000581; 29335.32
120000000582; 18812.82
120000000583; 21812.82
120000000584; 14118.82
120000000585; 260769.55
120000000586; 77051.82
120000000587; Sem prestacao
120000000588; 17570
120000000116; 1624641
120000000589; 21450
120000000137; 20450
120000000273; 2746305.78
120000000591; 1750
120000000592; Sem prestacao
120000000239; Sem lancamento
120000000593; Sem lancamento
120000000595; 15890
120000000596; 2300
120000000597; Sem prestacao
120000000064; 15612.4
120000000598; 2000
120000000599; 8450
120000000601; 7300
120000000453; Sem prestacao
120000000113; 47174
120000000078; 65685.25
120000000187; 1001585.18
120000000102; 18253
120000000324; 42632.97
120000000622; Sem lancamento
120000000623; Sem prestacao
120000000624; 200184.12
110000000231; Sem lancamento
110000000232; Sem lancamento
110000000233; 99619
110000000234; Sem lancamento
110000000235; Sem prestacao
110000000236; 4500
110000000237; 21802.5
110000000238; 1000
110000000239; Sem prestacao
110000000240; Sem prestacao
110000000241; 1000
110000000242; 1000
110000000243; 1000
110000000244; Sem lancamento
110000000245; Sem lancamento
110000000246; Sem prestacao
110000000123; 379641.16
110000000124; 15760
110000000125; Sem prestacao
110000000126; 22503.8
110000000127; Sem prestacao
110000000128; 20195.75
110000000129; 20696.75
110000000130; 71594.52
110000000131; 290874
110000000132; 132727.08
110000000133; 19364
110000000134; 16040
110000000135; 98661.56
110000000136; 24320
110000000137; 20496.75
110000000138; 16716.78
110000000139; 22996.73
110000000140; 95336.76
110000000141; 9560
110000000142; 19856.75
110000000039; 64692.86
110000000040; 64748.76
110000000041; 65294.86
110000000042; 88147.9
110000000043; 65480.19
110000000044; 64845.77
110000000045; 65089.4
110000000046; Sem lancamento
110000000050; 59415
110000000052; 2000
110000000053; 7000
110000000054; 7000
110000000057; Sem lancamento
110000000059; 2000
110000000060; 6686.25
110000000062; 139889.83
110000000063; 54389.41
110000000064; Sem lancamento
110000000065; 35999
110000000066; 22416.75
110000000067; Sem lancamento
110000000069; 22343.75
110000000070; 68294
110000000071; 30056.75
110000000072; 24742
110000000073; 182806.75
110000000075; 57140
110000000076; 183753.22
110000000077; 70860
110000000078; 53797.63
110000000080; 617754.98
110000000081; 441828.83
110000000083; 15719
110000000084; 1224151.76
110000000085; 19911.68
110000000086; 86373.68
110000000087; 554081.04
110000000088; 32976.47
110000000089; 384368.45
110000000090; 360574.12
110000000091; 24326.18
110000000092; Sem prestacao
110000000093; 140796.38
110000000094; 35091.68
110000000095; 122993.99
110000000006; Sem prestacao
110000000007; Sem lancamento
110000000008; 59564.04
110000000009; 542016.07
110000000010; 90949
110000000011; 1377800.42
110000000012; 66264.73
110000000013; 79496.51
110000000014; 23724
110000000015; 29423.62
110000000016; 59360.03
110000000017; 2460139.11
110000000018; 1300112.47
110000000019; Sem prestacao
110000000020; 85567.25
110000000021; 25324.24
110000000022; 32936.73
110000000023; 814880.18
110000000024; 142590.75
110000000001; 27106539.33
110000000002; Sem prestacao
110000000003; 320000
110000000004; Sem prestacao
110000000005; Sem prestacao
110000000025; 32800
110000000026; 64692.86
110000000027; 97787.06
110000000028; Sem prestacao
110000000029; 88057.7
110000000030; Sem prestacao
110000000031; Sem prestacao
110000000032; 65026.2
110000000033; 64692.86
110000000034; 63785.01
110000000035; 64602.64
110000000036; 64602.64
110000000037; 64690.19
110000000038; 64692.86
110000000096; 33706.68
110000000097; 2495110.37
110000000098; 812061.15
110000000099; Sem lancamento
110000000100; 316498.52
110000000101; 104219.18
110000000102; 506215.68
110000000103; 26941.18
110000000104; 366242.58
110000000105; 41050
110000000106; 238100
110000000107; 977020.67
110000000108; 21253.75
110000000109; 44396.62
110000000110; 25216.62
110000000111; 998328.2
110000000112; 91933.88
110000000113; 52962.73
110000000114; 36362.62
110000000115; 42066.61
110000000116; 96872.72
110000000117; 376247.35
110000000118; 7345.25
110000000119; Sem prestacao
110000000120; 797003
110000000121; 368978.28
110000000122; 64778.6
110000000199; Sem prestacao
110000000200; 26025.55
110000000201; 62559.68
110000000202; 28600
110000000203; Sem prestacao
110000000204; 1306389.7
110000000205; 50460.18
110000000206; 23003.18
110000000207; Sem prestacao
110000000208; 18428.48
110000000209; Sem prestacao
110000000210; 567607.02
110000000211; 1401407.44
110000000212; 43974.18
110000000213; 28111.68
110000000214; 82566.68
110000000215; 34323.55
110000000216; 3050
110000000217; 226432
110000000218; 194938.5
110000000219; Sem lancamento
110000000220; 14900
110000000221; Sem lancamento
110000000222; 7000
110000000223; 227400
110000000224; Sem lancamento
110000000225; 27849.43
110000000226; Sem lancamento
110000000227; Sem lancamento
110000000228; 33400
110000000229; Sem lancamento
110000000230; 11600
110000000359; Sem prestacao
110000000360; 10502.41
110000000361; 1580300.74
110000000362; 1733738.17
110000000363; 325340
110000000364; 398457.23
110000000365; 6255
110000000366; 575711.05
110000000367; Sem prestacao
110000000368; 10407.41
110000000369; 6325
110000000370; 812887.24
110000000371; 39595.1
110000000372; 200
110000000373; Sem lancamento
110000000374; 1211798.75
110000000375; 31955.3
110000000376; 1342402.3
110000000377; 6255
110000000378; 238000
110000000379; 6755
110000000380; 4018.65
110000000381; 33624.47
110000000382; 782.08
110000000247; Sem lancamento
110000000248; Sem lancamento
110000000249; Sem lancamento
110000000269; 74894
110000000270; 457654.72
110000000271; Sem lancamento
110000000272; 9944
110000000273; 1000
110000000274; 830737.87
110000000275; 36100
110000000276; 174899
110000000277; 214900
110000000278; 225856.2
110000000279; 49300
110000000280; 23169
110000000281; 906282.35
110000000282; 782920
110000000283; 1071599.19
110000000284; 221051
110000000285; 3000
110000000286; 1000
110000000287; 4100
110000000288; 2600
110000000289; 1000
110000000290; 1000
110000000291; 4337781.88
110000000292; Sem prestacao
110000000294; Sem prestacao
110000000295; Sem prestacao
110000000296; 44063
110000000297; 993942.79
110000000298; 155174.67
110000000299; 1053020.5
110000000300; 5600
110000000301; 678743.33
110000000302; 1436.13
110000000303; Sem lancamento
110000000304; 1686109.04
110000000250; 12400
110000000251; Sem prestacao
110000000252; 3050
110000000253; 220932
110000000254; 1370000
110000000255; 7000
110000000256; 9050
110000000257; 1000
110000000258; Sem prestacao
110000000259; 1000
110000000143; 13096.73
110000000144; 19376.75
110000000145; 21097.13
110000000146; 135936.75
110000000147; 1448
110000000148; Sem prestacao
110000000149; 261158.14
110000000150; Sem lancamento
110000000151; 780533.95
110000000152; 77455.75
110000000153; 2400
110000000154; 6560
110000000155; Sem prestacao
110000000156; 19200
110000000157; 5774.5
110000000158; Sem lancamento
110000000159; 590621.01
110000000160; Sem prestacao
110000000161; Sem prestacao
110000000162; Sem prestacao
110000000163; 5928
110000000164; 1448
110000000165; 1448
110000000166; 14963
110000000167; 1448
110000000168; Sem prestacao
110000000169; 1448
110000000170; 1220
110000000171; 1448
110000000172; 5448
110000000173; Sem lancamento
110000000174; 2448
110000000175; 1848
110000000176; 11248
110000000177; 1448
110000000178; Sem prestacao
110000000179; 1448
110000000180; Sem lancamento
110000000181; Sem prestacao
110000000182; Sem prestacao
110000000183; 1174621.98
110000000184; 1125.27
110000000185; 63175
110000000186; 2400
110000000187; 1040452.75
110000000188; 58673.15
110000000189; 925408.52
110000000190; 544880
110000000191; 1125.27
110000000192; 33285.27
110000000193; 208251.65
110000000194; 25503.19
110000000195; Sem prestacao
110000000196; 441920
110000000197; 25510.68
110000000198; 822335.9
110000000344; Sem lancamento
110000000345; 9305.5
110000000346; 11050
110000000347; 20491
110000000348; Sem prestacao
110000000349; Sem prestacao
110000000350; 309468.5
110000000351; 52
110000000352; 132800
110000000353; 376748.83
110000000354; 1001873.41
110000000355; Sem prestacao
110000000356; 382921.76
110000000357; 12522.41
110000000358; 2200
110000000427; 89832.04
110000000428; Sem lancamento
110000000432; 25065.67
110000000436; 23810.81
110000000439; 1000
110000000444; 1000
110000000448; Sem prestacao
110000000450; 1000
110000000451; 1000
110000000452; Sem lancamento
110000000454; Sem prestacao
110000000456; 19336.75
110000000457; 7363.6
110000000459; 9799.68
110000000461; 1892678.46
110000000342; 21145
110000000429; 29110.18
110000000430; 13419.68
110000000431; 30502.81
110000000433; 92116
110000000434; 37893.18
110000000435; 59006.52
110000000437; 26421.94
110000000438; 2592295.31
110000000440; 1000
110000000441; 22336.72
110000000442; Sem prestacao
110000000443; 336267.46
110000000446; 1000
110000000447; 21046.21
110000000449; Sem lancamento
110000000453; 236954.88
110000000455; 21917.4
110000000458; Sem lancamento
110000000460; 732708.8
110000000462; Sem lancamento
110000000463; 33344
110000000464; 2030.7
110000000340; 795283.48
110000000482; Sem lancamento
110000000484; Sem lancamento
110000000485; 11500
110000000486; Sem prestacao
110000000487; 17000
110000000488; Sem lancamento
110000000309; 1882.08
110000000489; Sem lancamento
110000000048; 2000
110000000049; 18.4
110000000082; 90097.89
110000000061; 2005.9
110000000055; 200
110000000293; 8763993.1
110000000490; Sem prestacao
110000000491; Sem lancamento
110000000068; 123448.53
110000000047; Sem lancamento
110000000074; 62100
110000000501; Sem lancamento
110000000502; Sem lancamento
110000000383; 10150.54
110000000384; 1882.08
110000000385; 11539.48
110000000386; Sem lancamento
110000000260; 307873.4
110000000261; 61972.55
110000000262; 100500
110000000263; 10360
110000000264; Sem prestacao
110000000265; Sem lancamento
110000000266; 3000
110000000267; 1000
110000000268; 1000
110000000305; 20624.68
110000000306; 1882.08
110000000307; 23137.67
110000000308; 12440
110000000310; 5083.67
110000000311; Sem lancamento
110000000312; 800
110000000313; 27956.71
110000000314; 47480
110000000315; 320497.15
110000000316; Sem prestacao
110000000317; 321184.82
110000000318; 3578444.25
110000000319; Sem prestacao
110000000320; 2148
110000000321; 2800
110000000322; 3331.42
110000000323; 7000
110000000324; 3315.71
110000000325; 2965.71
110000000326; 800
110000000327; 2965.71
110000000328; 2800
110000000329; 3131.42
110000000330; 2965.71
110000000331; Sem prestacao
110000000332; Sem prestacao
110000000333; 63142.99
110000000334; 409581.51
110000000335; 130150.97
110000000336; 19935
110000000337; 104110.29
110000000338; 16192
110000000339; 22750
110000000341; 7531.5
110000000343; 6170
110000000399; 77767.78
110000000401; 3065112.22
110000000402; 720679.74
110000000403; 43100.76
110000000404; 57964
110000000405; Sem prestacao
110000000406; Sem prestacao
110000000407; 34089.9
110000000408; 6757.5
110000000409; Sem lancamento
110000000410; Sem lancamento
110000000411; 1000
110000000412; 26240.58
110000000421; 25360.18
110000000422; 101468.53
110000000423; Sem prestacao
110000000424; 2759.18
110000000426; 18390.68
110000000503; Sem lancamento
110000000079; 700
110000000504; 1000
110000000056; 200
110000000058; 10926.23
110000000051; 5755.69
110000000387; 1882.08
110000000388; 8858.25
110000000389; 24689.04
110000000390; 6547.98
110000000391; 39588.51
110000000392; 6621.98
110000000393; 15291.58
110000000394; 26570.57
110000000395; 175291.2
110000000396; 195400
110000000397; 9159
110000000398; 15000
110000000400; 35433.18
140000000244; Sem lancamento
140000000245; Sem lancamento
140000000246; 200
140000000247; 9647.33
140000000248; Sem prestacao
140000000249; 400
140000000250; Sem prestacao
140000000251; 51664
140000000252; 2685
140000000253; Sem prestacao
140000000156; 1713.5
140000000157; 19664.5
140000000158; 14578
140000000159; 1048.5
140000000160; 713.5
140000000161; 4274.5
140000000162; 1213.5
140000000163; Sem prestacao
140000000164; 4163.5
140000000165; Sem lancamento
140000000166; 2350
140000000167; 3713.5
140000000168; 18415.6
140000000169; 74522.83
140000000170; 96885.33
140000000171; Sem prestacao
140000000172; 1713.5
140000000173; 1000
140000000174; 2148.5
140000000175; 8323.5
140000000117; 14510
140000000118; 1118.57
140000000119; 11513.84
140000000120; 11690
140000000121; 2523.57
140000000122; Sem lancamento
140000000123; 250
140000000041; 300
140000000042; Sem prestacao
140000000043; Sem lancamento
140000000044; Sem lancamento
140000000045; Sem lancamento
140000000046; Sem prestacao
140000000047; 200
140000000048; Sem lancamento
140000000049; Sem prestacao
140000000050; Sem prestacao
140000000051; Sem prestacao
140000000052; 3210
140000000053; 2500
140000000054; Sem lancamento
140000000055; 449832.63
140000000056; 572930.43
140000000057; 126811
140000000058; 95000
140000000059; Sem lancamento
140000000060; 7000
140000000061; 12782.43
140000000062; Sem prestacao
140000000063; Sem prestacao
140000000064; Sem lancamento
140000000065; Sem lancamento
140000000066; 6689
140000000067; Sem prestacao
140000000068; Sem prestacao
140000000069; Sem prestacao
140000000070; 1440
140000000071; Sem prestacao
140000000072; 5000
140000000073; Sem prestacao
140000000074; Sem lancamento
140000000075; 14400
140000000076; Sem prestacao
140000000077; Sem prestacao
140000000078; 500
140000000079; Sem prestacao
140000000080; 6787.76
140000000081; 4450
140000000082; Sem prestacao
140000000083; Sem prestacao
140000000084; Sem prestacao
140000000085; Sem prestacao
140000000086; Sem prestacao
140000000087; 9150
140000000088; 550
140000000089; 34789.16
140000000090; Sem prestacao
140000000091; 15597
140000000092; 1017.2
140000000093; 30510
140000000094; 1395
140000000095; 904.04
140000000096; 4885.3
140000000097; 198885
140000000016; 509470
140000000017; 24723.8
140000000018; 12470
140000000019; Sem lancamento
140000000020; 800
140000000021; 3380
140000000022; 11000
140000000023; Sem lancamento
140000000024; Sem lancamento
140000000025; 2400
140000000026; 18400
140000000027; 300
140000000028; 200
140000000029; 1750
140000000030; 243712
140000000031; 12100
140000000032; Sem lancamento
140000000033; 4590
140000000034; 310850
140000000035; 30608.69
140000000001; 122287.16
140000000002; 1000
140000000003; 1000
140000000004; 1000
140000000005; 1000
140000000006; 1000
140000000007; 1000
140000000008; 25430.83
140000000009; 74951.5
140000000010; 51424
140000000011; 19148.33
140000000012; 191258.23
140000000013; 118723.08
140000000014; 81839.84
140000000015; 642457.48
140000000036; 4800
140000000037; 700
140000000038; 11307.58
140000000039; Sem lancamento
140000000040; 1400
140000000098; 66680.44
140000000099; 1726.63
140000000100; 1118.57
140000000101; 800
140000000102; 30425.73
140000000103; 823.57
140000000104; 1873.57
140000000105; Sem prestacao
140000000106; 395
140000000107; 645
140000000108; 904.04
140000000109; Sem lancamento
140000000110; 79374
140000000111; 1690
140000000112; 4285
140000000113; 1818.57
140000000114; 904.04
140000000115; 10636.16
140000000116; 2265
140000000214; 74640
140000000215; 12500
140000000216; 13060
140000000217; Sem lancamento
140000000218; 909
140000000219; 554.5
140000000220; 489797.34
140000000221; Sem prestacao
140000000222; 155186.84
140000000223; 200
140000000224; Sem prestacao
140000000225; 2050
140000000226; 77207.5
140000000227; 200
140000000228; 5100
140000000229; 200
140000000230; 6000
140000000231; 86526
140000000232; 36165.31
140000000233; 31221.15
140000000234; 704.5
140000000235; 2857.53
140000000236; 1325
140000000237; Sem lancamento
140000000238; 0.2
140000000239; 14854.59
140000000240; 600
140000000241; 5950
140000000242; 81572.26
140000000243; Sem prestacao
140000000267; 800
140000000268; Sem lancamento
140000000269; 2320
140000000270; 3465
140000000271; 5530
140000000272; 19401.9
140000000273; 2287.4
140000000274; 1815
140000000275; 7505
140000000276; 1430
140000000277; 1785
140000000278; 1415
140000000279; 1375
140000000280; 2040
140000000281; 14590.09
140000000282; Sem lancamento
140000000283; 1415
140000000284; 10150
140000000285; 1300
140000000254; 554.5
140000000255; 200
140000000256; 2600
140000000257; 2587.5
140000000258; Sem lancamento
140000000259; 200
140000000260; 83946.08
140000000261; 200
140000000262; Sem prestacao
140000000263; 200
140000000264; 200
140000000265; 100
140000000266; 200
140000000286; 1125
140000000287; Sem lancamento
140000000288; 1190
140000000289; 120
140000000124; 1118.57
140000000125; 835
140000000126; 723.57
140000000127; 1878.9
140000000128; 5134
140000000129; 50495.65
140000000130; 29145
140000000131; 250
140000000132; Sem lancamento
140000000133; 1310
140000000134; 54000
140000000135; Sem lancamento
140000000136; 38058.96
140000000137; 1310
140000000138; Sem prestacao
140000000139; 6014.9
140000000140; 87924.94
140000000141; 1310
140000000142; 250
140000000143; 622
140000000144; 723.57
140000000145; 3190
140000000146; 10115
140000000147; 1942.57
140000000148; 10900
140000000149; 723.57
140000000150; 41548.47
140000000151; Sem prestacao
140000000152; Sem prestacao
140000000153; 12344
140000000154; Sem prestacao
140000000155; Sem prestacao
140000000176; 1000
140000000177; 285006.72
140000000178; 137911
140000000179; 4075
140000000180; 316139.33
140000000181; Sem prestacao
140000000182; 2799
140000000183; 415861.03
140000000184; 3299
140000000185; Sem prestacao
140000000186; 36752.33
140000000187; 259322.46
140000000188; 2858.33
140000000189; 1350
140000000190; Sem lancamento
140000000191; Sem lancamento
140000000192; 96700
140000000193; Sem lancamento
140000000194; Sem lancamento
140000000195; 255100
140000000196; 3884
140000000197; 1000
140000000198; 1000
140000000199; 1000
140000000200; 1000
140000000201; 1000
140000000202; 1000
140000000203; 2000
140000000204; 306116.83
140000000205; 3710
140000000206; 28970
140000000207; Sem prestacao
140000000208; Sem prestacao
140000000209; Sem prestacao
140000000210; 500
140000000211; 41084.92
140000000212; Sem prestacao
140000000213; Sem prestacao
140000000351; 2500
140000000352; Sem lancamento
140000000353; 4237
140000000354; 2064
140000000355; 2000
140000000356; 5733.33
140000000357; Sem lancamento
140000000358; 29217.33
140000000359; 5280
140000000360; Sem lancamento
140000000361; 300
140000000362; Sem lancamento
140000000363; Sem lancamento
140000000364; Sem lancamento
140000000365; Sem lancamento
140000000366; Sem lancamento
140000000367; 821050
140000000368; 1122.43
140000000369; 4200
140000000370; 310084.53
140000000371; 12927.43
140000000372; 333934.2
140000000373; 181900
140000000374; 50580
140000000375; 143766.98
140000000376; 23442.33
140000000377; 33991.09
140000000378; 232132.43
140000000379; 393394.75
140000000380; 395077.39
140000000381; Sem prestacao
140000000382; 170776.43
140000000383; 217259.44
140000000384; 193616.08
140000000385; 137724.43
140000000386; Sem lancamento
140000000387; 7450
140000000388; 144040
140000000389; 932.43
140000000520; 389279.83
140000000521; 36422.5
140000000522; 16614.9
140000000523; 65402.5
140000000524; Sem prestacao
140000000525; 38045.5
140000000526; 12795
140000000527; 137660.5
140000000528; 34607.5
140000000529; 7865
140000000530; 20495
140000000531; 63613.5
140000000532; 16907.5
140000000533; 11595
140000000534; Sem prestacao
140000000535; 653870
140000000536; 14857.5
140000000537; 54260.1
140000000538; 12424.9
140000000539; 9075
140000000540; 648656
140000000541; 25042.5
140000000542; 10385
140000000543; 7135
140000000409; Sem prestacao
140000000410; 27520
140000000411; 85914.38
140000000412; 92137.89
140000000413; 19694
140000000414; 2277.23
140000000415; 6131.96
140000000416; 16100.38
140000000290; 25325
140000000291; 5180
140000000292; 975
140000000293; 1420
140000000294; 1800
140000000295; 2465
140000000296; 27550
140000000297; 715
140000000298; 79964
140000000299; 1340
140000000300; Sem lancamento
140000000301; 2280
140000000302; Sem lancamento
140000000303; 16750
140000000304; 715
140000000305; 1340
140000000306; 1380
140000000307; 905
140000000308; 800
140000000309; 1225
140000000310; 8605
140000000311; Sem lancamento
140000000312; 3390
140000000313; 8375
140000000314; 1165
140000000315; Sem lancamento
140000000316; 800
140000000317; 620
140000000318; Sem lancamento
140000000319; 990
140000000320; Sem lancamento
140000000321; 4870
140000000322; 600
140000000323; 1088
140000000324; 30369.49
140000000325; 15483
140000000326; 1000
140000000327; 7210
140000000328; 1060
140000000329; 515
140000000330; 1000
140000000331; 210
140000000332; 4500
140000000340; 874837.18
140000000341; Sem prestacao
140000000342; Sem prestacao
140000000343; 210799
140000000344; Sem prestacao
140000000345; Sem prestacao
140000000346; Sem prestacao
140000000347; 3000
140000000348; 50690
140000000349; Sem prestacao
140000000350; Sem lancamento
140000000390; 181836.36
140000000391; 154853.86
140000000392; 1596.9
140000000393; 26280
140000000394; 3145
140000000395; Sem lancamento
140000000396; 278466.03
140000000397; 6264.8
140000000398; 303560.46
140000000399; 232894.23
140000000400; 49150
140000000401; 20644.65
140000000402; 117644.56
140000000403; Sem lancamento
140000000404; 23.4
140000000405; 1970
140000000406; 121261
140000000407; 104210.68
140000000408; 15160.03
140000000632; 25865.43
140000000633; Sem prestacao
140000000634; Sem lancamento
140000000635; Sem prestacao
140000000636; 14052.43
140000000637; 100175.08
140000000638; 1000
140000000639; Sem prestacao
140000000640; Sem lancamento
140000000641; 45040.43
140000000642; 920.26
140000000643; 6102.43
140000000644; 11362
140000000645; Sem prestacao
140000000646; Sem lancamento
140000000647; Sem prestacao
140000000648; Sem prestacao
140000000649; Sem prestacao
140000000650; 3301712.24
140000000651; Sem prestacao
140000000652; Sem prestacao
140000000653; 152326
140000000654; 19802.43
140000000655; 35472.2
140000000656; 131531.67
140000000657; Sem prestacao
140000000658; 41000
140000000659; 178974
140000000660; Sem lancamento
140000000661; Sem prestacao
140000000662; 82927
140000000663; 35405
140000000664; 3270
140000000665; 5165
140000000666; 7190
140000000544; 87277.5
140000000545; Sem lancamento
140000000417; 12534.23
140000000418; 7410
140000000419; 1102.63
140000000420; 33381.01
140000000421; Sem prestacao
140000000422; 9567.3
140000000423; 171020
140000000424; 50415.99
140000000425; 69510.8
140000000426; Sem prestacao
140000000427; 154859.36
140000000428; 14300
140000000429; 24447.77
140000000430; 6307.33
140000000431; 657090.4
140000000432; 149900
140000000433; 577766.52
140000000434; 136783.23
140000000435; 766819.99
140000000436; 599572.43
140000000437; 14490
140000000438; 362202.43
140000000439; 113472.43
140000000440; 43320.43
140000000441; 17452.43
140000000442; 160414.43
140000000443; 335752.83
140000000444; 551889.93
140000000445; Sem prestacao
140000000446; 1272.43
140000000447; 1662.43
140000000448; 730
140000000449; 200
140000000450; 402.43
140000000451; 200
140000000452; 170952.43
140000000453; Sem prestacao
140000000454; 329364.89
140000000455; 1088752.43
140000000456; 462650
140000000457; 571730.81
140000000458; 350755.45
140000000459; Sem prestacao
140000000460; 1537.43
140000000461; 26872.43
140000000462; 2262.43
140000000463; 3347.18
140000000464; 137992.43
140000000465; 41574.43
140000000466; 600
140000000467; 45629.8
140000000468; 12638851.4
140000000469; Sem prestacao
140000000628; Sem prestacao
140000000629; Sem prestacao
140000000630; Sem lancamento
140000000631; 21635
140000000696; 4350
140000000697; 300
140000000698; 1170
140000000699; 300
140000000700; 720
140000000701; 1170
140000000702; Sem lancamento
140000000703; Sem prestacao
140000000784; 300
140000000785; 246
140000000786; Sem lancamento
140000000787; 10708
140000000788; 880
140000000789; Sem lancamento
140000000790; 570
140000000791; 10100
140000000792; 2000
140000000793; Sem lancamento
140000000794; 21372.43
140000000795; 1342934.3
140000000796; 70805
140000000797; Sem prestacao
140000000798; Sem prestacao
140000000801; 1550
140000000802; 3640
140000000803; 1734.5
140000000804; 30335.58
140000000805; Sem lancamento
140000000806; 1685
140000000807; 2185
140000000808; 5710
140000000809; 50372
140000000810; Sem prestacao
140000000811; 2185
140000000812; 2785
140000000546; 1500
140000000547; 1500
140000000548; 11150
140000000668; 4027.43
140000000669; 4169.11
140000000670; 108646.43
140000000671; 74992.67
140000000672; Sem prestacao
140000000673; 18700
140000000674; 1170
140000000675; 5040
140000000676; 1785
140000000677; 750
140000000678; 570
140000000679; 53548
140000000680; 2647.43
140000000681; 12512.43
140000000682; 300
140000000549; 1799.43
140000000550; Sem prestacao
140000000551; 13421.43
140000000552; 3769.18
140000000553; 181.07
140000000554; 5075
140000000555; Sem prestacao
140000000556; 4657.43
140000000557; 4000
140000000558; 11662.43
140000000559; 50589
140000000560; Sem prestacao
140000000561; 20969
140000000562; 68877.4
140000000563; 14993.43
140000000564; 1437
140000000565; 7187.5
140000000566; 36286.5
140000000567; 4000
140000000568; Sem prestacao
140000000569; 31711
140000000570; 7113.07
140000000571; 1423.07
140000000572; 29762.93
140000000573; 197179.93
140000000574; 262519.93
140000000575; 244426.46
140000000576; Sem prestacao
140000000577; 1003.5
140000000578; 800
140000000579; 5297.75
140000000580; 75021.5
140000000581; 2775.93
140000000582; 1556.07
140000000583; 89255
140000000584; 6854
140000000585; 124206.5
140000000586; 1697.07
140000000587; 238
140000000588; 13528.15
140000000589; 1954.18
140000000590; 269.07
140000000591; 779
140000000592; Sem lancamento
140000000593; Sem prestacao
140000000594; 21970
140000000595; 1448
140000000596; 21128.05
140000000597; Sem prestacao
140000000598; 59039.9
140000000599; 15000
140000000600; 2730
140000000601; 21625.93
140000000602; Sem lancamento
