Sequencial; Receitas; Despesas
60000000662; Sem lancamento; -
170000000424; 6240; -
90000001230; 1000; -
90000000625; 292159.08; -
100000000440; 88229.3; -
50000001110; 500; -
60000000529; 1448; -
190000002118; 13006; -
50000000676; 3793210; -
50000000627; 747326.62; -
240000000328; Sem lancamento; -
160000001004; 7246.35; -
70000000328; 33215; -
220000000034; Sem lancamento; -
10000000479; 490.5; -
190000002598; 350; -
250000000210; 550; -
60000000342; 3645; -
70000001098; 2500; -
250000002015; 22616.89; -
240000000074; Sem lancamento; -
250000003012; 4560; -
240000000365; 29142; -
100000000627; 605619.79; -
50000000953; 1700; -
130000001508; 3084; -
70000000894; 460091.83; -
50000001020; 14401.52; -
190000000931; 400; -
90000001003; 607781.76; -
210000000514; 45144.43; -
50000001024; 2891.76; -
170000000564; 909659.51; -
90000000541; 4026.15; -
220000000631; 11041.11; -
190000002393; 600; -
230000000382; 8915.31; -
190000001781; Sem lancamento; -
20000000329; 1000; -
250000003813; Sem lancamento; -
110000000179; 1448; -
190000001443; 6858; -
190000001325; 4730; -
250000000416; 2633.63; -
130000000554; 5279.25; -
250000001245; 9586.74; -
250000000967; 5699.3; -
140000000666; 7190; -
140000000625; Sem lancamento; -
150000000104; 2820.6; -
250000000715; 630763.4; -
190000001303; 1440; -
40000000767; 40599.16; -
40000000680; 450; -
70000000390; 6493.74; -
220000000440; 497863.11; -
40000000731; 478.32; -
90000001200; Sem lancamento; -
80000000154; Sem lancamento; -
40000000578; 12908.11; -
130000000044; 1150; -
190000000333; 718.4; -
250000001164; 234; -
20000000151; Sem lancamento; -
190000000361; 1105; -
170000000437; 3624.6; -
70000000155; Sem prestacao; Sem prestacao
190000000237; 4402.5; -
250000003094; 2145; -
210000000102; 460600; -
50000000172; 1448; -
10000000391; Sem lancamento; -
190000002593; 6000; -
230000000395; 5528.8; -
190000002378; 6500; -
190000002486; 54815; -
190000002517; 1069847.71; -
20000000338; 429509.75; -
220000000479; 1148.75; -
90000000892; 666.66; -
210000000103; Sem lancamento; -
210000000895; 26560.42; -
70000000896; 2000; -
190000003163; 760; -
70000000621; 1508; -
110000000333; 63142.99; -
250000001379; 200; -
90000000497; Sem prestacao; Sem prestacao
140000000126; 723.57; -
250000000085; 20540.82; -
60000000472; Sem prestacao; Sem prestacao
200000000421; Sem prestacao; Sem prestacao
110000000338; 16192; -
190000000455; Sem prestacao; Sem prestacao
250000001048; 825; -
200000000362; 600; -
250000003372; 61256; -
250000001358; 3120; -
220000000127; 3600; -
160000001178; Sem prestacao; Sem prestacao
150000000098; 35779.73; -
50000000947; 2148.55; -
190000001713; 3490; -
100000000564; 171683; -
160000001048; 4854.5; -
120000000270; 107450; -
270000000328; 1779.2; -
60000000294; Sem lancamento; -
110000000384; 1882.08; -
270000000297; 31687.99; -
50000000908; 133000; -
210000000505; 13350; -
250000003345; 2113.55; -
260000000348; 221500; -
80000000606; 10697.26; -
20000000018; 11852.48; -
120000000144; 22900; -
250000001184; Sem lancamento; -
110000000356; 390251.13; -
40000000641; 14734.7; -
90000000930; 1920.78; -
20000000185; 8711.74; -
160000000943; Sem lancamento; -
130000001887; Sem lancamento; -
30000000437; -; -
60000000280; -; -
190000002659; -; -
50000000400; -; -
190000002415; 980224; -
250000004246; Sem lancamento; -
270000000146; 5892.37; -
250000004048; 786; -
20000000482; 2224; -
140000000371; 12927.43; -
250000000571; 62353.8; -
110000000202; 33600; -
230000000468; 10047.35; -
190000000872; 2620; -
190000000922; 77365.5; -
230000000226; Sem lancamento; -
140000000080; 6787.76; -
140000000112; 4285; -
150000000398; Sem lancamento; -
150000000088; Sem lancamento; -
130000001626; Sem lancamento; -
120000000421; 33484.5; -
140000000022; 11000; -
90000000529; 1122328.08; -
30000000489; 2716; -
210000000798; 5000; -
130000001730; 13916; -
250000000542; 534373.33; -
50000001036; Sem lancamento; -
250000002456; 670343.75; -
210000001176; 555; -
30000000231; 600; -
190000000684; 600; -
190000002578; 1224; -
50000001019; 500; -
190000001768; 1731.65; -
110000000149; 261152.71; -
220000000049; 1038532.02; -
120000000395; 6705; -
230000000412; 38675.6; -
230000000154; 10138.6; -
50000000559; 10600; -
100000000415; 3330; -
100000000667; Sem lancamento; -
70000000217; 1386; -
130000000111; 4200; -
250000000621; 34612.36; -
90000000734; 4448; -
100000000316; 31280; -
250000000699; 9694.5; -
240000000562; Sem lancamento; -
120000000495; Sem lancamento; -
250000000326; 390; -
190000001101; 3018.85; -
10000000223; 25761.49; -
190000000932; 2112.5; -
230000000523; 31860.21; -
130000001312; 52347.68; -
210000000072; 6750.5; -
190000002224; 6775; -
190000001268; 4165; -
170000000579; Sem lancamento; -
190000001354; 4065; -
170000000369; 8630; -
60000000678; 8277.51; -
200000000503; 522.34; -
140000000906; Sem prestacao; Sem prestacao
270000000334; 600; -
60000000477; 19400; -
30000000408; Sem lancamento; -
240000000508; 700; -
50000000130; 7524; -
130000000104; 5542.15; -
130000001609; 6434; -
250000000552; 71610; -
210000000592; 33150; -
210000000568; 510712.96; -
100000000734; Sem lancamento; -
70000001401; 14500; -
190000001166; 16420; -
250000003068; 9260; -
130000000219; 1704.49; -
130000000791; 750; -
160000000655; 7337.3; -
220000000157; Sem lancamento; -
220000000392; 45904; -
250000002997; 7984.95; -
130000001722; Sem prestacao; Sem prestacao
50000000868; Sem lancamento; -
60000001060; 1448; -
180000000346; 5086; -
80000000051; 36009.36; -
50000000011; 2850; -
130000000595; 12158.66; -
190000001885; 415200; -
190000001099; 29607; -
250000002601; 1726; -
250000003118; Sem lancamento; -
20000000140; Sem lancamento; -
190000002983; 13039.5; -
110000000426; 18390.68; -
110000000362; 1733738.17; -
50000000083; 1392.5; -
160000000608; 514484.9; -
140000001012; 5309.9; -
190000003089; Sem lancamento; -
220000000096; Sem lancamento; -
190000001274; Sem prestacao; Sem prestacao
190000000929; 592786.18; -
30000000081; Sem lancamento; -
190000002731; Sem prestacao; Sem prestacao
250000003078; Sem lancamento; -
250000002977; 2802.5; -
270000000131; 6768.91; -
190000001183; Sem prestacao; Sem prestacao
130000001360; 225278.46; -
250000002731; 1230; -
70000000459; 6894.6; -
70000000117; 44513; -
10000000231; 10600; -
190000001302; Sem prestacao; Sem prestacao
100000000233; 155160; -
50000000792; Sem lancamento; -
160000000890; 538789.21; -
140000000071; Sem prestacao; Sem prestacao
10000000522; Sem lancamento; -
130000001733; 32044; -
120000000221; 13450; -
240000000117; Sem lancamento; -
190000002170; 96510.06; -
250000003928; 3552.16; -
190000001118; 218503.98; -
220000000233; 25447.83; -
60000000779; 917857.51; -
250000000390; 17819.4; -
80000000461; 2237582.62; -
190000001869; 202950; -
140000000616; 20020; -
260000000255; 2172; -
110000000464; 2030.7; -
190000000073; 15023; -
250000002952; 455; -
230000000263; 149512.51; -
160000001035; 4854.5; -
250000000003; 17837.02; -
240000000611; 205.13; -
250000002657; Sem prestacao; Sem prestacao
210000000759; 159914.06; -
250000002230; 195702.89; -
70000000763; 2960; -
230000000163; 13631.11; -
230000000055; 6038.11; -
250000001166; 35233.24; -
250000002019; 3970; -
130000001628; 6326.5; -
120000000044; 17100; -
140000000940; 971913.14; -
190000002766; 700; -
90000001148; 8824.94; -
240000000301; 200; -
70000000445; 66553; -
160000000753; 4660; -
160000000389; 1495649.45; -
80000000219; 1741; -
180000000019; 800; -
100000000088; 3700; -
250000000589; 154468.99; -
220000000296; 1958.5; -
40000000251; 587.5; -
10000000103; 3157.5; -
200000000079; Sem prestacao; Sem prestacao
70000000510; 13403.5; -
90000000597; 7070; -
140000000950; Sem lancamento; -
130000000099; 297.5; -
240000000584; Sem prestacao; Sem prestacao
240000000186; Sem lancamento; -
10000000263; Sem lancamento; -
250000001049; 852.41; -
70000000665; 34428; -
190000001601; 13927.5; -
140000000033; 5368.2; -
170000000732; 1279.3; -
150000000422; Sem lancamento; -
250000003883; 9594.5; -
160000000997; 21968.48; -
40000000261; 1387.5; -
250000001514; 200; -
160000001287; Sem lancamento; -
90000001073; 1000; -
160000000714; 4101.64; -
230000000419; 23702; -
190000001835; 66670.98; -
190000000902; 1352.5; -
190000000926; 1026; -
130000000878; 98055.16; -
160000000465; Sem lancamento; -
90000000849; Sem lancamento; -
250000004078; Sem prestacao; Sem prestacao
260000000173; Sem prestacao; Sem prestacao
160000000384; Sem lancamento; -
150000000121; 8034.1; -
70000000393; 20332.8; -
70000000449; 72543.5; -
70000000596; 11123.73; -
70000000871; 34796.57; -
70000000948; 15018.4; -
40000000666; 5400; -
190000000482; 22380.3; -
50000000832; 2172; -
200000000463; Sem prestacao; Sem prestacao
40000000115; 1450; -
100000000297; 120965; -
80000000674; 218; -
20000000127; 1031827.59; -
150000000179; 259500; -
200000000124; 2176; -
220000000246; 373347.83; -
250000001655; 228270.06; -
140000000331; 210; -
150000000435; 7859.31; -
240000000172; 331627.77; -
40000000047; 14856; -
30000000073; 4740; -
250000001480; 23724.98; -
250000002988; 6932.3; -
250000003101; Sem lancamento; -
130000001583; 45613.6; -
30000000550; 6448.5; -
250000003131; 2965.76; -
40000000225; 2521; -
270000000103; 1590; -
220000000078; Sem lancamento; -
190000002679; Sem lancamento; -
110000000433; 92116; -
90000000066; 49923.2; -
190000002592; 1000; -
250000000904; 12115.2; -
220000000540; 64329.06; -
250000002637; 37619.76; -
10000000393; 911; -
60000000375; 3050; -
100000000950; Sem prestacao; Sem prestacao
40000000079; 124794.88; -
200000000084; 1609.03; -
190000002299; Sem prestacao; Sem prestacao
40000000425; 24063.22; -
250000002709; 738636; -
130000000084; 7318.68; -
100000000052; 36800; -
250000001433; Sem prestacao; Sem prestacao
190000000009; 247755.55; -
150000000548; Sem lancamento; -
20000000481; 1850; -
80000000058; 13254.75; -
80000000466; 2991.26; -
190000001517; 20810; -
100000000344; 1300; -
150000000217; 400; -
10000000509; Sem prestacao; Sem prestacao
60000000390; 1196.4; -
190000001841; 14934.7; -
220000000238; 101694.63; -
130000001863; Sem prestacao; Sem prestacao
250000002222; 2928.22; -
50000000758; Sem lancamento; -
60000000368; Sem lancamento; -
210000001026; 9150; -
130000000434; 1448; -
60000000589; 50; -
250000003364; 4114; -
190000000286; 3100.2; -
130000000010; 4834.4; -
210000000549; 179250; -
250000001639; 285.45; -
40000000239; 1387.5; -
250000002682; 27019.55; -
250000001705; 2114.5; -
250000001023; 11630; -
130000000011; 357654.09; -
250000001924; 2246.08; -
250000001872; 642.63; -
70000000847; 20530.88; -
150000000429; 310; -
110000000040; 64748.76; -
110000000374; 1211798.75; -
250000004266; Sem lancamento; -
150000000015; 4710; -
50000000467; 8500; -
160000000588; 52738.14; -
190000001695; 8387; -
220000000231; 170010.9; -
190000000612; 1442; -
90000000650; 10057.42; -
50000000128; 58509.75; -
140000000007; 1000; -
130000001392; 11175; -
190000002777; 2118.5; -
250000000615; 49694; -
90000000479; 11450; -
90000000015; 860; -
40000000136; Sem lancamento; -
190000000335; 2415; -
230000000440; 22508; -
230000000312; 4138.11; -
130000000648; 71055.55; -
170000000333; 11000; -
140000000093; 30510; -
120000000155; 107950; -
140000000299; 1340; -
120000000237; 13800; -
60000000621; 96928; -
70000000425; Sem prestacao; Sem prestacao
210000001057; 5032.5; -
130000001877; 5279.25; -
50000000641; 7380; -
210000000130; 7240.99; -
250000002092; 48639.94; -
50000000094; 554; -
60000000155; 15218.4; -
100000000329; 1371.42; -
140000000566; 36286.5; -
150000000209; 23725.74; -
190000002000; 600; -
260000000235; Sem lancamento; -
200000000195; 793245.2; -
190000001782; 500; -
160000001193; Sem lancamento; -
140000000409; Sem lancamento; -
140000000640; Sem lancamento; -
250000003832; 27295.25; -
250000002411; 21962.75; -
40000000962; 10806.78; -
10000000065; 3510.4; -
230000000466; Sem prestacao; Sem prestacao
130000001239; 22695; -
70000000508; 7462.47; -
250000001945; 3663; -
160000000337; 400461.86; -
50000001126; 10224; -
100000000035; Sem prestacao; Sem prestacao
70000000734; 56646.01; -
130000001642; Sem lancamento; -
250000002814; 17721.8; -
130000001656; Sem lancamento; -
190000001491; 7313.19; -
210000000156; 1724; -
250000003026; Sem prestacao; Sem prestacao
30000000160; 9991; -
160000000625; Sem lancamento; -
230000000443; 26907; -
50000000319; 193794.9; -
190000000705; Sem lancamento; -
140000000953; 100; -
240000000147; 205720; -
270000000314; 1135; -
190000001173; Sem prestacao; Sem prestacao
10000000244; 32137.46; -
40000000766; 13360; -
250000000784; 1647420.87; -
220000000066; Sem prestacao; Sem prestacao
250000000341; 2192; -
190000001453; 1650.5; -
160000001102; 8509.26; -
190000000975; 1290; -
190000001800; 2100; -
190000001755; 23375; -
220000000586; Sem lancamento; -
130000000247; 1493.16; -
60000000441; 6724; -
70000001441; Sem prestacao; Sem prestacao
90000000429; 3134; -
190000002188; Sem prestacao; Sem prestacao
190000002119; 53372.46; -
140000001009; Sem lancamento; -
110000000243; 1000; -
140000000979; 49800; -
270000000261; Sem lancamento; -
240000000012; Sem prestacao; Sem prestacao
40000000983; 1650; -
140000000249; 400; -
140000000363; Sem lancamento; -
190000000432; 1680; -
160000000371; 2500; -
210000000036; 3370; -
190000002300; Sem prestacao; Sem prestacao
250000001989; 3350; -
210000001037; 8720; -
250000000145; 1680070.12; -
210000000807; 1120; -
80000000130; 9414.5; -
130000000676; 208.86; -
170000000265; 5717.43; -
190000001096; 4487.35; -
160000000388; 1684658.68; -
240000000751; 205.13; -
100000000156; Sem prestacao; Sem prestacao
250000002004; 46923.23; -
40000001042; 650; -
180000000239; 1224; -
190000003080; Sem prestacao; Sem prestacao
190000001393; 14800; -
250000003120; Sem lancamento; -
60000000328; Sem lancamento; -
250000003867; Sem lancamento; -
50000000702; Sem lancamento; -
260000000216; 5000; -
10000000182; 89162.5; -
40000000807; Sem prestacao; Sem prestacao
130000000974; 208670; -
180000000380; 6550; -
250000002950; 5615; -
140000000193; Sem lancamento; -
140000000157; 19664.5; -
80000000611; 1759.26; -
20000000226; 16933.33; -
250000002522; 3831.25; -
210000000270; 300; -
250000002435; 7148.25; -
120000000458; Sem lancamento; -
200000000366; 1469; -
160000000509; 3024.63; -
190000001620; Sem lancamento; -
130000001431; Sem lancamento; -
40000000219; 16982; -
190000001729; 730; -
150000000243; 42984.1; -
50000000348; 139639.19; -
80000000063; Sem lancamento; -
50000000593; 500; -
130000000235; 168.5; -
120000000562; 6612.82; -
20000000278; 118005.8; -
210000000372; 13000; -
260000000352; 600; -
190000000268; 1787.5; -
10000000397; 1831; -
130000001249; 17040; -
150000000127; 1370; -
180000000225; 229207.03; -
250000000531; 716307.83; -
160000000891; Sem prestacao; Sem prestacao
230000000291; 134556.04; -
190000002497; Sem lancamento; -
230000000100; 10472; -
190000000515; 17320; -
50000000169; 905754.99; -
130000000432; 60853.25; -
130000000163; 7607.75; -
190000002533; 5666.12; -
190000002200; 22079.82; -
90000000525; 163.6; -
80000000293; 199745.12; -
210000000197; 90404.44; -
90000000368; 2633; -
210000000201; 118650; -
200000000309; 3860; -
240000000051; 11342; -
150000000196; Sem lancamento; -
250000000300; 2390; -
130000000562; 5052.2; -
250000000391; 1578.2; -
140000000445; Sem lancamento; -
210000000226; Sem lancamento; -
90000000694; Sem prestacao; Sem prestacao
110000000014; 23724; -
270000000053; Sem lancamento; -
50000000735; Sem lancamento; -
270000000180; 30200.42; -
70000000888; 7464.01; -
230000000490; 17550; -
190000002511; 1652.5; -
60000000628; 1750; -
130000000115; 13802; -
190000002282; Sem prestacao; Sem prestacao
60000000742; 247057.51; -
130000001498; 400; -
50000001149; Sem prestacao; Sem prestacao
180000000297; 196232; -
190000002217; Sem prestacao; Sem prestacao
250000003582; 593; -
190000001064; Sem prestacao; Sem prestacao
270000000299; 16988.15; -
130000000189; Sem lancamento; -
40000000473; Sem prestacao; Sem prestacao
20000000407; Sem lancamento; -
190000002278; 1893; -
270000000341; Sem prestacao; Sem prestacao
60000000030; Sem prestacao; Sem prestacao
250000003840; Sem prestacao; Sem prestacao
240000000428; 66586.35; -
160000001177; Sem lancamento; -
140000000172; 1713.5; -
170000000459; Sem prestacao; Sem prestacao
30000000228; Sem prestacao; Sem prestacao
190000002212; 4825; -
240000000142; 114985; -
110000000395; 173641.2; -
30000000046; 384000; -
70000000249; 400; -
120000000682; Sem prestacao; Sem prestacao
190000000405; 33638.75; -
130000001365; 2410; -
130000000569; 13720.04; -
190000002999; 520; -
70000001008; 3423; -
70000001186; 831; -
190000001359; 24585; -
190000002111; Sem lancamento; -
170000000613; 6000; -
210000000387; 110950; -
210000000927; 7820; -
210000000547; 25070; -
50000000026; 250; -
170000000304; 7373.67; -
190000002973; 1525; -
40000000524; 400; -
160000001006; 135; -
100000000054; 13497.25; -
130000000703; 2499271.96; -
130000002005; 27300; -
250000001832; Sem lancamento; -
250000002093; 18653.87; -
10000000264; 11000; -
10000000395; 90; -
230000000512; 16891.77; -
160000000402; 266187.74; -
60000000583; 122176.4; -
120000000430; 18784.5; -
190000001905; 16341; -
190000002205; Sem lancamento; -
270000000081; 75811.24; -
250000003489; Sem lancamento; -
180000000072; Sem lancamento; -
120000000404; 17000; -
90000000729; 1000; -
170000000557; 401744; -
100000000881; Sem lancamento; -
190000003020; 2108; -
230000000276; 452380; -
40000000037; 22255; -
190000002667; 654.17; -
70000000355; Sem prestacao; Sem prestacao
90000000086; 54773.4; -
80000000266; 31006.25; -
10000000112; 57879.2; -
160000000914; Sem lancamento; -
160000001033; Sem lancamento; -
90000001098; Sem prestacao; Sem prestacao
150000000244; 10096.73; -
180000000011; 2762; -
160000000767; 1030; -
60000000312; 600; -
70000001069; 7550; -
70000000473; 14869.92; -
190000002141; 3065.3; -
140000000617; 1000; -
140000001056; 6580; -
140000000775; 71505; -
30000000218; 76100; -
180000000281; 95825.3; -
90000000585; 69407; -
90000000498; 1948; -
140000000456; 462650; -
90000000111; 5040.4; -
140000000795; 1342934.3; -
20000000272; 1500; -
130000000528; Sem lancamento; -
20000000392; 4640; -
40000000741; Sem lancamento; -
40000000622; 750; -
270000000176; 69821.9; -
90000000363; 238093.28; -
30000000446; 700; -
210000000841; 27088.2; -
110000000323; 7000; -
50000000408; 190460; -
190000002845; 17650; -
220000000110; 380922.09; -
250000003290; 593; -
170000000436; 1840; -
250000002084; Sem prestacao; Sem prestacao
130000000552; 5558.85; -
250000002244; 13926.66; -
190000000244; 700; -
130000000119; 9105; -
160000000780; 2990; -
250000001707; 984.1; -
50000001150; Sem prestacao; Sem prestacao
190000002146; 3584; -
190000001127; 12856.69; -
140000000131; 250; -
70000001222; 11920; -
70000000065; 14900; -
90000000332; 114343.27; -
220000000323; Sem prestacao; Sem prestacao
190000000699; 1300; -
180000000334; 17700; -
130000001309; 3151.11; -
250000003609; Sem prestacao; Sem prestacao
120000000093; 2559; -
100000000741; 8283; -
250000002800; Sem lancamento; -
130000001015; 41505.23; -
140000000190; Sem lancamento; -
70000000683; 3220; -
250000002559; Sem prestacao; Sem prestacao
120000000643; 5583.8; -
250000000311; 3115.18; -
240000000499; Sem lancamento; -
30000000249; 1300; -
210000000555; 12150; -
30000000262; 13066; -
70000000237; 1716.6; -
90000000598; 6667.46; -
90000000829; 132.9; -
250000000900; Sem lancamento; -
130000000319; 315; -
240000000090; 210489.6; -
130000000061; Sem lancamento; -
70000000637; 7563.77; -
70000000555; 28505.9; -
190000002523; 148792; -
250000002439; 2398563.37; -
60000000882; 51468.2; -
120000000492; 2506.86; -
250000000290; 4316; -
40000000646; 146561.84; -
40000000441; 11822.25; -
260000000136; 224051.59; -
190000001676; 58029.02; -
150000000390; 4940; -
60000000830; 15000; -
260000000215; 248999.99; -
20000000281; 138193.33; -
220000000419; Sem prestacao; Sem prestacao
140000000739; Sem prestacao; Sem prestacao
190000002320; 7530.5; -
250000001408; 8850; -
100000000529; Sem lancamento; -
20000000483; 1360; -
30000000557; 2032; -
100000000234; 950.12; -
60000000837; 1850; -
190000001925; 7130; -
140000000908; 2341; -
140000000919; 333015.95; -
170000000051; 1979036; -
90000001137; Sem lancamento; -
170000000266; 9417.43; -
190000002803; 2250; -
70000000550; 6650.11; -
110000000061; 2005.9; -
160000000059; 53599.52; -
90000000573; 569805; -
120000000679; Sem prestacao; Sem prestacao
50000000399; 386442.22; -
270000000329; 900; -
100000000790; Sem lancamento; -
70000000716; 165656.06; -
40000000791; 600; -
190000002336; 8583.5; -
90000000798; 5589.46; -
70000000378; 6603.46; -
210000001179; Sem lancamento; -
270000000275; Sem lancamento; -
130000000403; 10467.2; -
250000003511; Sem lancamento; -
140000000731; 350; -
250000002995; Sem lancamento; -
190000000266; Sem prestacao; Sem prestacao
40000000232; 19885.6; -
250000000515; 1337294.96; -
250000003700; 10970.68; -
10000000615; 296350; -
130000001630; 6326.5; -
10000000196; 93869.65; -
40000000046; 151600; -
190000000258; 1789; -
160000000579; 392474.83; -
250000000075; 11029.87; -
190000000217; 927.5; -
250000000719; 983557.46; -
60000000862; Sem lancamento; -
10000000252; Sem prestacao; Sem prestacao
110000000250; 12400; -
160000001057; 461958.47; -
100000000138; Sem lancamento; -
130000002090; Sem lancamento; -
210000000955; Sem prestacao; Sem prestacao
80000000507; 836.26; -
90000000399; 560658.72; -
130000000476; 4205; -
220000000343; 1458.5; -
90000000073; 2990.4; -
130000000545; 717051.14; -
50000001005; Sem lancamento; -
160000000905; Sem prestacao; Sem prestacao
270000000365; Sem lancamento; -
140000000946; Sem lancamento; -
130000001740; 42308.82; -
160000000081; 738074.22; -
90000000572; 5191.96; -
190000002950; 557.5; -
100000000289; 8604; -
260000000304; 22323.75; -
140000000757; Sem lancamento; -
130000000482; 8205; -
10000000503; 5190.5; -
250000001375; 1187824.03; -
230000000139; 10378.6; -
100000000604; 11738.85; -
170000000137; 836340; -
190000000639; 48738.28; -
80000000805; Sem lancamento; -
80000000592; 8768.26; -
20000000159; 4308.94; -
250000000369; 721.38; -
250000001291; 25689.4; -
40000000269; 787.5; -
40000000087; 1783431.13; -
40000000770; 6995; -
230000000323; Sem prestacao; Sem prestacao
190000002262; 1668; -
110000000346; 11050; -
70000000765; 4460; -
250000002000; Sem prestacao; Sem prestacao
200000000301; 176525.31; -
250000000144; 1100; -
240000000082; Sem lancamento; -
100000000497; 3607.05; -
230000000039; 12065; -
70000001062; 8110; -
90000000313; 1152.9; -
200000000225; 2799.04; -
50000000737; 291780; -
130000001659; 9794; -
40000000509; 2820; -
70000001042; 11787.13; -
130000001486; 4785; -
130000000226; 13479.48; -
160000000456; 10914.63; -
120000000267; 13450; -
200000000356; 600; -
220000000058; 4200; -
250000002492; 5058.75; -
90000001207; Sem lancamento; -
180000000235; 41982.82; -
230000000229; 7552.91; -
70000001116; 2500; -
90000000623; 2222031.6; -
90000000714; 2000; -
250000000045; 168065.49; -
250000001770; 3266.75; -
80000000645; Sem lancamento; -
80000000842; Sem prestacao; Sem prestacao
160000000805; Sem prestacao; Sem prestacao
140000000362; Sem lancamento; -
50000000562; 2400; -
130000000658; 5279.25; -
250000002406; 3616.75; -
10000000607; 125638.29; -
20000000331; 2487.15; -
50000000549; 2660; -
100000000831; 13509.67; -
60000000746; 175634.51; -
10000000159; Sem lancamento; -
20000000252; 415562; -
60000000266; 600; -
250000000650; 52502.49; -
250000003382; 2165.5; -
250000003298; 270; -
250000002963; 859; -
250000001032; 455.6; -
250000003379; Sem lancamento; -
250000001791; Sem lancamento; -
100000000074; Sem lancamento; -
190000001738; 3000; -
190000000154; 7295; -
90000001108; Sem lancamento; -
80000000052; 7647.5; -
190000001931; 3682; -
80000000470; 6003.26; -
190000002208; Sem prestacao; Sem prestacao
120000000205; 13450; -
140000000753; 6900; -
250000003116; 2341.48; -
250000002829; Sem prestacao; Sem prestacao
250000002647; 19202.69; -
10000000523; Sem lancamento; -
150000000374; Sem lancamento; -
80000000820; 150; -
180000000157; 6074; -
140000000085; Sem lancamento; -
100000000607; 1500; -
50000000153; 996865.06; -
200000000028; 2969.25; -
210000001017; 8908.65; -
210000000376; 160616.03; -
160000000591; 8206.64; -
60000000884; Sem lancamento; -
190000000404; 163850; -
230000000328; 988.8; -
150000000269; 32365.35; -
160000000099; 3025; -
160000000327; 433486.77; -
190000003078; 270; -
250000002503; 3655.95; -
250000000754; 12498; -
10000000185; 222178.5; -
10000000461; 50826.71; -
170000000104; 403399.99; -
60000000035; 50; -
190000002328; Sem prestacao; Sem prestacao
140000000392; 1596.9; -
10000000272; 38832.5; -
70000000752; 6615.34; -
140000000366; Sem lancamento; -
80000000536; 45; -
20000000146; Sem lancamento; -
190000001643; 112873.36; -
230000000107; 5312; -
270000000249; 293059.3; -
200000000205; 1762; -
250000003344; Sem prestacao; Sem prestacao
250000001188; 5789.76; -
140000000550; Sem prestacao; Sem prestacao
230000000171; 137497.42; -
210000000481; 1881.5; -
250000002530; 3008.75; -
250000000682; 3758; -
70000000737; Sem prestacao; Sem prestacao
130000001456; 6974.09; -
250000002659; 125320.15; -
90000000991; 5176.85; -
60000000736; 3350; -
140000000564; 1437; -
10000000036; 66490.44; -
60000000391; 4350; -
130000000263; 321849.55; -
190000000299; 340704.75; -
60000000028; 100; -
130000000637; 428610; -
160000001041; Sem lancamento; -
220000000062; Sem lancamento; -
190000002244; Sem prestacao; Sem prestacao
90000000685; 30; -
250000001603; Sem lancamento; -
50000000249; 1000; -
40000000217; 30447; -
80000000602; 90402.26; -
200000000286; 6997.08; -
80000000622; 52688.26; -
70000000293; Sem prestacao; Sem prestacao
70000000053; 11360; -
140000000759; 443475.55; -
130000001102; 4671.51; -
130000000103; Sem lancamento; -
250000002482; Sem lancamento; -
130000000328; Sem lancamento; -
160000000458; 49056.03; -
210000000602; Sem lancamento; -
160000000977; Sem prestacao; Sem prestacao
160000001282; 4854.5; -
140000000822; 1835; -
250000000370; 2002.55; -
250000002132; 533848.22; -
190000003284; 1718; -
70000001282; 1110; -
190000002867; Sem lancamento; -
50000000492; 3260; -
130000001830; 3100; -
100000000706; Sem lancamento; -
160000001087; Sem prestacao; Sem prestacao
250000000417; 16006.05; -
190000000545; 1989.5; -
70000000859; 36232.77; -
250000000788; 4027.15; -
190000003032; 2730; -
170000000331; 19848.8; -
60000000172; 37903.45; -
70000000880; 83219.59; -
230000000378; 37433.82; -
140000000003; 1000; -
10000000123; 28562.5; -
130000001377; 605; -
160000000748; 10050; -
160000001388; Sem lancamento; -
100000000309; Sem lancamento; -
190000002712; 48820; -
170000000306; 1448; -
190000000513; 2250; -
190000002804; 700; -
20000000473; 900; -
190000002937; Sem lancamento; -
190000000837; Sem lancamento; -
130000000089; 28407.29; -
140000000725; Sem prestacao; Sem prestacao
80000000384; 9514.3; -
50000001121; Sem lancamento; -
120000000269; Sem lancamento; -
160000000375; Sem lancamento; -
100000000043; 40396; -
130000000836; 11879.93; -
160000000968; 106832.89; -
200000000109; 3348.2; -
80000000024; 7808.66; -
240000000334; 303570.39; -
250000002195; 232298.89; -
130000000957; 83816.14; -
60000000055; Sem lancamento; -
20000000261; 3700; -
90000001054; 600; -
90000000942; 788090.96; -
40000000123; 5218; -
270000000160; 110028.15; -
120000000228; 13450; -
140000000217; 6500; -
110000000136; 24292.75; -
20000000326; 1500; -
180000000180; 28987.15; -
190000000840; 50358; -
10000000332; 8160; -
60000000045; Sem lancamento; -
30000000105; 104554; -
160000000941; 1150; -
260000000104; 22165.6; -
130000000739; 22399.66; -
250000001189; 10481.96; -
250000001005; 5812.2; -
100000000274; Sem lancamento; -
170000000543; Sem lancamento; -
250000003126; Sem lancamento; -
150000000133; Sem prestacao; Sem prestacao
190000000253; 19059.2; -
10000000605; 547006.36; -
80000000666; Sem lancamento; -
230000000370; 423264.65; -
160000000511; 4534.63; -
100000001090; 1500; -
150000000032; Sem lancamento; -
120000000113; 47174; -
140000001053; 33959; -
110000000486; Sem prestacao; Sem prestacao
110000000393; 15291.58; -
190000001945; 8272.5; -
